Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating,Project Description
Netherlands,3188,1,21,Onshore,0,2020,Burgerwind; Pure Energy; Eurus Energy,28539000,7.093333333,,,1.272460378,0.527492996,-3.867953393,53.33677,21,"Evaluate the probability of success for a 21.0 MW Onshore wind farm in Netherlands. It is a multi phase project beginning in 2020, with a cost of 28539000.0 GBP and is owned by Burgerwind and  Pure Energy and  Eurus Energy. The project is onshore, and the average annual wind speed is 7.093 m/s. Netherlands has a credit rating of 21/21, with a GDP growth of -3.868% and 53.337% of its GDP in debt. The inflation rate is 1.272 and the energy inflation rate is 0.527."
Greece,2626,0,25.2,Onshore,1,?,GRSRE Wind Project Single Member SA,34246800,,,,,,,,,"Evaluate the probability of success for a 25.2 MW Onshore wind farm in Greece. It is a single phase project beginning in an unknwon year, with a cost of 34246800.0 GBP and is owned by GRSRE Wind Project Single Member SA. The project is onshore."
Germany,4852,1,13,Onshore,0,2015,WPD,17667000,6.41,,,0.514420152,-0.414969653,1.652719772,70.55988,21,"Evaluate the probability of success for a 13.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2015, with a cost of 17667000.0 GBP and is owned by WPD. The project is onshore, and the average annual wind speed is 6.410 m/s. Germany has a credit rating of 21/21, with a GDP growth of 1.653% and 70.560% of its GDP in debt. The inflation rate is 0.514 and the energy inflation rate is -0.415."
Spain,4706,0,14,Onshore,0,2003,Acciona,19026000,5.97,,,3.039239645,2.886516333,2.939289664,47.68695,20,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2003, with a cost of 19026000.0 GBP and is owned by Acciona. The project is onshore, and the average annual wind speed is 5.970 m/s. Spain has a credit rating of 20/21, with a GDP growth of 2.939% and 47.687% of its GDP in debt. The inflation rate is 3.039 and the energy inflation rate is 2.887."
Germany,4718,1,14,Onshore,0,2002,Encavis AG,19026000,6.72,,,1.420809388,0.910149872,-0.228310249,59.26526,21,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2002, with a cost of 19026000.0 GBP and is owned by Encavis AG. The project is onshore, and the average annual wind speed is 6.720 m/s. Germany has a credit rating of 21/21, with a GDP growth of -0.228% and 59.265% of its GDP in debt. The inflation rate is 1.421 and the energy inflation rate is 0.910."
United Kingdom,197,0,210,Offshore hard mount,0,2015,Orsted; Green Investment Group (GIG) ; Equitix LTD,549119200,7.71,13.6,9.2,0.40160796,1.249046922,2.222888449,87.86669,21,"Evaluate the probability of success for a 210.0 MW Offshore hard mount wind farm in United Kingdom. It is a single phase project beginning in 2015, with a cost of 549119200.0 GBP and is owned by Orsted and  Green Investment Group (GIG)  and  Equitix LTD. The project is 13.6 km from shore at a depth of 9.2 meters, and the average annual wind speed is 7.710 m/s. United Kingdom has a credit rating of 21/21, with a GDP growth of 2.223% and 87.867% of its GDP in debt. The inflation rate is 0.402 and the energy inflation rate is 1.249."
Germany,2467,0,27,Onshore,0,2015,Asselner Windkraft GMBH & CO KG,36693000,6.59,,,0.514420152,-0.414969653,1.652719772,70.55988,21,"Evaluate the probability of success for a 27.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2015, with a cost of 36693000.0 GBP and is owned by Asselner Windkraft GMBH & CO KG. The project is onshore, and the average annual wind speed is 6.590 m/s. Germany has a credit rating of 21/21, with a GDP growth of 1.653% and 70.560% of its GDP in debt. The inflation rate is 0.514 and the energy inflation rate is -0.415."
France,3662,0,18,Onshore,0,2020,Web Windenergie AG,24462000,7.383333333,,,0.476498853,-0.206244222,-7.44064593,114.853,20,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in France. It is a single phase project beginning in 2020, with a cost of 24462000.0 GBP and is owned by Web Windenergie AG. The project is onshore, and the average annual wind speed is 7.383 m/s. France has a credit rating of 20/21, with a GDP growth of -7.441% and 114.853% of its GDP in debt. The inflation rate is 0.476 and the energy inflation rate is -0.206."
France,2411,0,28,Onshore,0,2005,Engie,38052000,6.016666667,,,1.74586904,4.746580601,1.888565802,68.03877,21,"Evaluate the probability of success for a 28.0 MW Onshore wind farm in France. It is a single phase project beginning in 2005, with a cost of 38052000.0 GBP and is owned by Engie. The project is onshore, and the average annual wind speed is 6.017 m/s. France has a credit rating of 21/21, with a GDP growth of 1.889% and 68.039% of its GDP in debt. The inflation rate is 1.746 and the energy inflation rate is 4.747."
Sweden,1297,0,44,Onshore,0,2012,Eolus Vind AB,59796000,4.863333333,,,0.888376236,0,-0.414465721,37.68633,21,"Evaluate the probability of success for a 44.0 MW Onshore wind farm in Sweden. It is a single phase project beginning in 2012, with a cost of 59796000.0 GBP and is owned by Eolus Vind AB. The project is onshore, and the average annual wind speed is 4.863 m/s. Sweden has a credit rating of 21/21, with a GDP growth of -0.414% and 37.686% of its GDP in debt. The inflation rate is 0.888 and the energy inflation rate is 0.000."
Poland,3037,1,22,Onshore,0,2020,PGE Energia Odnawialna SA,29898000,7.276666667,,,3.374469726,7.48961993,-2.035568824,57.19533,15,"Evaluate the probability of success for a 22.0 MW Onshore wind farm in Poland. It is a multi phase project beginning in 2020, with a cost of 29898000.0 GBP and is owned by PGE Energia Odnawialna SA. The project is onshore, and the average annual wind speed is 7.277 m/s. Poland has a credit rating of 15/21, with a GDP growth of -2.036% and 57.195% of its GDP in debt. The inflation rate is 3.374 and the energy inflation rate is 7.490."
Portugal,5995,0,10,Onshore,0,2009,Empresa de Electricidade da Madeira SA ; Aream & CO,13590000,6.463333333,,,-0.83552748,2.059766054,-3.122078123,87.79909,17,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Portugal. It is a single phase project beginning in 2009, with a cost of 13590000.0 GBP and is owned by Empresa de Electricidade da Madeira SA  and  Aream & CO. The project is onshore, and the average annual wind speed is 6.463 m/s. Portugal has a credit rating of 17/21, with a GDP growth of -3.122% and 87.799% of its GDP in debt. The inflation rate is -0.836 and the energy inflation rate is 2.060."
Spain,956,1,50,Onshore,0,2011,Viesgo Renovables SL,67950000,5,,,3.196138859,7.229995728,-0.639920691,69.52841,18,"Evaluate the probability of success for a 50.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2011, with a cost of 67950000.0 GBP and is owned by Viesgo Renovables SL. The project is onshore, and the average annual wind speed is 5.000 m/s. Spain has a credit rating of 18/21, with a GDP growth of -0.640% and 69.528% of its GDP in debt. The inflation rate is 3.196 and the energy inflation rate is 7.230."
France,3397,1,20,Onshore,0,2013,KGAL Group,27180000,5.863333333,,,0.863710403,2.433341503,0.781756446,94.68683,19,"Evaluate the probability of success for a 20.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2013, with a cost of 27180000.0 GBP and is owned by KGAL Group. The project is onshore, and the average annual wind speed is 5.863 m/s. France has a credit rating of 19/21, with a GDP growth of 0.782% and 94.687% of its GDP in debt. The inflation rate is 0.864 and the energy inflation rate is 2.433."
Austria,5920,1,10,Onshore,0,2012,Windkraft Simonsfeld AG,13590000,6.033333333,,,2.485670328,3.230000019,0.628246179,81.92012,20,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Austria. It is a multi phase project beginning in 2012, with a cost of 13590000.0 GBP and is owned by Windkraft Simonsfeld AG. The project is onshore, and the average annual wind speed is 6.033 m/s. Austria has a credit rating of 20/21, with a GDP growth of 0.628% and 81.920% of its GDP in debt. The inflation rate is 2.486 and the energy inflation rate is 3.230."
Germany,3810,0,18,Onshore,0,2007,Unger Erneuerbare Energien GMBH & CO KG,24462000,5.723333333,,,2.298336029,1.922888994,2.89010719,63.08144,21,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2007, with a cost of 24462000.0 GBP and is owned by Unger Erneuerbare Energien GMBH & CO KG. The project is onshore, and the average annual wind speed is 5.723 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.890% and 63.081% of its GDP in debt. The inflation rate is 2.298 and the energy inflation rate is 1.923."
Portugal,2203,1,30,Onshore,0,2008,EDP,40770000,4.153333333,,,2.588508606,3.948156595,0.319247162,75.64259,18,"Evaluate the probability of success for a 30.0 MW Onshore wind farm in Portugal. It is a multi phase project beginning in 2008, with a cost of 40770000.0 GBP and is owned by EDP. The project is onshore, and the average annual wind speed is 4.153 m/s. Portugal has a credit rating of 18/21, with a GDP growth of 0.319% and 75.643% of its GDP in debt. The inflation rate is 2.589 and the energy inflation rate is 3.948."
France,5208,1,12,Onshore,0,2012,Web Windenergie AG,16308000,6.48,,,1.954202652,3.398922443,0.183835271,91.71756,20,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2012, with a cost of 16308000.0 GBP and is owned by Web Windenergie AG. The project is onshore, and the average annual wind speed is 6.480 m/s. France has a credit rating of 20/21, with a GDP growth of 0.184% and 91.718% of its GDP in debt. The inflation rate is 1.954 and the energy inflation rate is 3.399."
France,2356,0,28,Onshore,0,2019,Eole Generation SAS,38052000,6.343333333,,,1.299999952,1.744135022,2.027446476,97.88586,19,"Evaluate the probability of success for a 28.0 MW Onshore wind farm in France. It is a single phase project beginning in 2019, with a cost of 38052000.0 GBP and is owned by Eole Generation SAS. The project is onshore, and the average annual wind speed is 6.343 m/s. France has a credit rating of 19/21, with a GDP growth of 2.027% and 97.886% of its GDP in debt. The inflation rate is 1.300 and the energy inflation rate is 1.744."
Poland,2660,1,25,Onshore,0,2014,Lewandpol Group,33975000,6.17,,,0.053822465,1.556987166,3.920508624,51.38972,15,"Evaluate the probability of success for a 25.0 MW Onshore wind farm in Poland. It is a multi phase project beginning in 2014, with a cost of 33975000.0 GBP and is owned by Lewandpol Group. The project is onshore, and the average annual wind speed is 6.170 m/s. Poland has a credit rating of 15/21, with a GDP growth of 3.921% and 51.390% of its GDP in debt. The inflation rate is 0.054 and the energy inflation rate is 1.557."
Germany,3965,1,17,Onshore,0,2016,NOTUS Energy,23103000,6.44,,,0.491744995,0,2.294710677,67.63065,21,"Evaluate the probability of success for a 17.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2016, with a cost of 23103000.0 GBP and is owned by NOTUS Energy. The project is onshore, and the average annual wind speed is 6.440 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.295% and 67.631% of its GDP in debt. The inflation rate is 0.492 and the energy inflation rate is 0.000."
Germany,2114,0,30,Onshore,0,2023,Energiequelle GmbH,40770000,6.64,,,5.946436677,6.403984767,-0.26643841,62.66008,21,"Evaluate the probability of success for a 30.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2023, with a cost of 40770000.0 GBP and is owned by Energiequelle GmbH. The project is onshore, and the average annual wind speed is 6.640 m/s. Germany has a credit rating of 21/21, with a GDP growth of -0.266% and 62.660% of its GDP in debt. The inflation rate is 5.946 and the energy inflation rate is 6.404."
France,3893,0,17.6,Onshore,0,2021,Engie,23918400,6.513333333,,,1.642331,10.45525,6.882337866,113.0879,20,"Evaluate the probability of success for a 17.6 MW Onshore wind farm in France. It is a single phase project beginning in 2021, with a cost of 23918400.0 GBP and is owned by Engie. The project is onshore, and the average annual wind speed is 6.513 m/s. France has a credit rating of 20/21, with a GDP growth of 6.882% and 113.088% of its GDP in debt. The inflation rate is 1.642 and the energy inflation rate is 10.455."
France,5374,0,12,Onshore,0,2007,Theolia SA; Ventura Energy,16308000,7.076666667,,,1.487993479,2.966151237,2.530481862,65.3614,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in France. It is a single phase project beginning in 2007, with a cost of 16308000.0 GBP and is owned by Theolia SA and  Ventura Energy. The project is onshore, and the average annual wind speed is 7.077 m/s. France has a credit rating of 21/21, with a GDP growth of 2.530% and 65.361% of its GDP in debt. The inflation rate is 1.488 and the energy inflation rate is 2.966."
France,5340,1,12,Onshore,0,2008,ABO Wind,16308000,6.18,,,2.812865257,4.735337734,0.380171426,69.73569,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2008, with a cost of 16308000.0 GBP and is owned by ABO Wind. The project is onshore, and the average annual wind speed is 6.180 m/s. France has a credit rating of 21/21, with a GDP growth of 0.380% and 69.736% of its GDP in debt. The inflation rate is 2.813 and the energy inflation rate is 4.735."
Germany,3712,1,18,Onshore,0,2016,SUSI Renewable Energy Fund,24462000,7.23,,,0.491744995,0,2.294710677,67.63065,21,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2016, with a cost of 24462000.0 GBP and is owned by SUSI Renewable Energy Fund. The project is onshore, and the average annual wind speed is 7.230 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.295% and 67.631% of its GDP in debt. The inflation rate is 0.492 and the energy inflation rate is 0.000."
