Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating
Portugal,4591,1,14,Onshore,0,2014,Trustenergy SA,19026000,5.4,,,-0.278158814,2.221875429,0.741391471,132.9407,11
France,4247,0,16,Onshore,0,2018,Engie,21744000,6.483333333,,,1.85,2.38292861,1.645908729,98.1591,19
Greece,628,0,70,Onshore,1,?,Green Repower,95130000,,,,,,,,
Romania,741,1,60,Onshore,0,2015,SC Lalomita Power SRL,81540000,5.413333333,,,-0.602538645,-2.7,3.157036054,37.71156,12
Bulgaria,748,0,60,Onshore,0,2011,MET Group,81540000,5.68,,,4.217728615,2.232643127,2.09017527,21.19656,13
Greece,1098,0,48.3,Onshore,1,?,European Wind Farms Greece LLC,65639700,,,,,,,,
Spain,2288,1,29,Onshore,0,2019,Compania Espanola de Petroleos SA,39411000,6.016666667,,,0.699999988,-1.237797976,1.961178532,97.57882,16
Portugal,2945,0,23,Onshore,0,2015,Ventinveste Eolica SGPS SA,31257000,4.27,,,0.487942129,0.231446117,1.589798289,131.1791,11
Serbia,395,0,105.6,Onshore,0,2024,IVICOM Energy,143510400,4.11,,,12.37190436,,3.847471128,48.91212,12
France,4785,0,13.2,Onshore,0,2020,VKS Vindkraft Sverige AB,17938800,6.59,,,0.476498853,-0.206244222,-7.44064593,114.853,20
United Kingdom,4480,0,14.4,Onshore,0,2016,JLEN Environmental Assets Group,19569600,7.276666667,,,1,1.675421953,1.921710078,87.82519,19
France,3899,0,17.3,Onshore,0,2023,Boralex,23510700,7.12,,,4.878357265,5.925709159,0.936487503,110.6418,19
Germany,4015,0,17,Onshore,0,2000,Energiequelle GmbH,23103000,7.316666667,,,1.44027102,2.786129236,2.877245948,58.7667,21
Germany,5321,0,12,Onshore,0,2009,WPD,16308000,6.383333333,,,0.312738299,0.419552684,-5.545164538,71.71568,21
Poland,3402,1,20,Onshore,0,2012,Vortex Energy (formerly Sun Edison),27180000,6.343333333,,,3.560366631,5.809867859,1.511781676,54.78408,15
Greece,3628,0,18,Onshore,1,?,Terna Energy,24462000,,,,,,,,
France,5395,0,12,Onshore,0,2006,Zephyr ENR,16308000,6.37,,,1.675130725,4.659837723,2.714064518,65.32475,21
Spain,1052,1,50,Onshore,0,2019,Mirova Eurofideme,67950000,5.85,,,0.699999988,-1.237797976,1.961178532,97.57882,16
Spain,2257,1,30,Onshore,0,2019,Mirova Eurofideme,40770000,6.216666667,,,0.699999988,-1.237797976,1.961178532,97.57882,16
Sweden,4688,0,14,Onshore,0,2005,Agrivind AB,19026000,4.696666667,,,0.45317325,3.900000095,2.793176855,48.83379,21
France,5350,0,12,Onshore,0,2008,Engie,16308000,7.346666667,,,2.812865257,4.735337734,0.380171426,69.73569,21
United Kingdom,5699,0,10.3,Onshore,0,2016,Banks Renewables,13997700,7.34,,,1,1.675421953,1.921710078,87.82519,19
Germany,5041,0,12,Onshore,0,2017,Ingenieurburo,16308000,7.433333333,,,1.711,1.241764545,2.716024519,63.95238,21
Spain,3520,0,20,Onshore,0,2000,Acciona,27180000,4.836666667,,,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,3282,0,21,Onshore,0,2021,Alfanar Group,28539000,5.783333333,,,3.093135,21.23588,6.683144185,115.5939,16
France,4043,0,16.8,Onshore,0,2022,BayWa R.E. AG,22831200,6.19,,,5.222367,23.73546019,2.570840474,111.9513,19
Germany,2942,0,23,Onshore,0,2016,Juwi GmbH,31257000,6.786666667,,,0.491744995,0,2.294710677,67.63065,21
Romania,186,1,226,Onshore,0,2013,Continental Wind Partners,307134000,5.446666667,,,3.991640568,4.1,0.278771877,37.78312,11
Netherlands,152,1,285,Onshore,0,2017,Westermeerwind; NOP Agrowind; RWE AG,387315000,8.356666667,,,1.299,1.563019872,2.781546099,55.98573,21
Lithuania,679,0,66,Onshore,0,2023,Taaleri SolarWind II fund ; Atsinaujinan_ios Energetikos Investicijos,89694000,4.76,,,9.117319624,0.169712974,0.342262552,38.28958,16
Portugal,5225,1,12,Onshore,0,2011,Finerge SA,16308000,4.613333333,,,3.653007746,6.659373283,-1.713527503,114.403,12
Spain,1765,1,36,Onshore,0,2002,Acciona,48924000,5.493333333,,,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,1191,1,47,Onshore,0,2011,Inversiones Empresariales Vapat SL,63873000,5.516666667,,,3.196138859,7.229995728,-0.639920691,69.52841,18
France,5857,1,10,Onshore,0,2015,Total Quadran,13590000,6.533333333,,,0.037512854,0.410003603,1.066754735,97.07373,19
Portugal,3428,1,20,Onshore,0,2010,EDP,27180000,5.33,,,1.402570248,4.43446207,1.73762451,100.2145,17
Greece,3631,0,18,Onshore,1,?,Terpsichore Energy PVT CO,24462000,,,,,,,,
Spain,917,0,50,Onshore,0,2021,EDP,67950000,7.406666667,,,3.093135,21.23588,6.683144185,115.5939,16
Spain,4214,0,16,Onshore,0,2004,EDP,21744000,4.933333333,,,3.039197922,3.496448517,3.114531452,45.3327,21
Germany,4509,0,14,Onshore,0,2021,CEE,19026000,6.69,,,3.14297,10.7082,3.669999862,67.87883,21
France,5026,1,12,Onshore,0,2017,Eurowatt Services,16308000,6.763333333,,,1.163,1.601827264,2.083614851,98.48331,19
France,4313,0,15,Onshore,0,2016,An Avel Braz,20385000,5.846666667,,,0.183335871,-0.11499691,0.860031082,98.02478,19
Italy,2034,1,32,Onshore,0,2007,RWE,43488000,4.193333333,,,1.829737067,2.57996273,1.462292025,103.4538,17
Austria,1179,0,47,Onshore,0,2013,ContourGlobal ; Regional Partner,63873000,6.076666667,,,2.000159502,2.390000105,-0.250726546,81.26635,20
Spain,2422,1,28,Onshore,0,-,Fomentos de Construcciones y Contratas (FCC),38052000,4.624347826,,,,,,,
Austria,2861,1,24,Onshore,0,2003,PUSPOK Group,32616000,6.153333333,,,1.355552197,1.340000033,1.141565015,65.85282,21
Sweden,3073,0,22,Onshore,0,2015,Renewable Energy Infrastructure Fund,29898000,4.083333333,,,-0.046784438,4.599999905,4.410140676,44.03559,21
Netherlands,3186,0,21,Onshore,0,2021,Windunie; Pure Energy,28539000,6.84,,,2.67572,17.2592,6.276830732,50.43565,21
Spain,1252,1,45,Onshore,0,2012,Iberdrola,61155000,5.616666667,,,2.446004391,5.063489914,-2.865113673,89.56038,12
United Kingdom,4050,0,16.4,Onshore,0,2016,Energiekontor,22287600,7.74,,,1,1.675421953,1.921710078,87.82519,19
United Kingdom,1573,0,38.4,Onshore,0,2018,Energia,52185600,7.523333333,,,2.32,1.855871797,1.405190266,86.34547,19
Spain,4622,1,14,Onshore,0,2012,Grupo Ibereolica Renovables; Grupo Ortiz; SGECR SA,19026000,4.926666667,,,2.446004391,5.063489914,-2.865113673,89.56038,12
Italy,1705,0,36,Onshore,0,2019,CEF,48924000,5.336666667,,,0.634000003,0.484916806,0.429162534,133.8227,13
Germany,3523,0,20,Onshore,0,1999,Raiffeisenwindpark Emsland-Mitte Verwaltungs und Beteiligungs GMBH,27180000,7.253333333,,,0.585434675,1.275393605,2.130116685,59.87108,21
Poland,3095,1,22,Onshore,0,2010,EDP,29898000,6.486666667,,,2.580699205,3.748763323,3.168927483,54.01033,15
Spain,2057,1,32,Onshore,0,2007,Iberdrola,43488000,4.76,,,2.787031889,3.659707785,3.533500122,35.69813,21
Poland,1854,0,34,Onshore,0,2014,Audax Renovables,46206000,6.693333333,,,0.053822465,1.556987166,3.920508624,51.38972,15
Finland,1278,0,44.8,Onshore,0,2022,Puhuri Oy,60883200,4.32,,,7.123507,30.69680686,1.450048073,73.94323,20
Sweden,5220,0,12,Onshore,0,2011,Wallenstam Energi AB,16308000,4.186666667,,,2.961152792,0,3.163910481,37.38042,21
Greece,5958,1,10,Onshore,0,2010,EDF; PPC Renewables SA (PPCR) ; other,13590000,4.633333333,,,4.712983131,6.926095963,-5.693741203,147.4942,11
Poland,942,1,50,Onshore,0,2015,Energix Renewable Energies,67950000,6.446666667,,,-0.874127567,0.702593625,4.431767003,51.34457,16
France,5009,0,12,Onshore,0,2018,CNR; Energieteam,16308000,5.866666667,,,1.85,2.38292861,1.645908729,98.1591,19
Germany,2462,1,27,Onshore,0,2016,UKA Group,36693000,6.49,,,0.491744995,0,2.294710677,67.63065,21
Germany,5796,0,10,Onshore,0,2017,EnBW,13590000,5.646666667,,,1.711,1.241764545,2.716024519,63.95238,21
Spain,5444,1,12,Onshore,0,2004,EDP,16308000,4.856666667,,,3.039197922,3.496448517,3.114531452,45.3327,21
Portugal,4880,0,13,Onshore,0,2006,EDP,17667000,4.126666667,,,3.1076684,3.856348753,1.625034638,73.67943,18
Estonia,532,0,84,Offshore hard mount,1,2020,Sunly Energy,226057748,8.516666667,19.46,44.29,-0.444531098,-3.722360805,-2.883810041,18.28885,18
United Kingdom,150,1,286.5,Offshore hard mount,0,2017,Orsted,751117145.5,7.573333333,16.06,9.7,2.683,2.041315317,2.656504893,86.72315,19
France,863,0,51.6,Onshore,0,2019,WPD,70124400,6.703333333,,,1.299999952,1.744135022,2.027446476,97.88586,19
Portugal,2962,1,23,Onshore,0,2011,Ventient Energy,31257000,3.726666667,,,3.653007746,6.659373283,-1.713527503,114.403,12
Portugal,2684,1,25,Onshore,0,2009,Ventient Energy,33975000,5.443333333,,,-0.83552748,2.059766054,-3.122078123,87.79909,17
Germany,4717,1,14,Onshore,0,2002,RWE AG,19026000,6.513333333,,,1.420809388,0.910149872,-0.228310249,59.26526,21
Norway,384,1,110,Onshore,0,2005,Statkraft AS,149490000,6.66,,,1.532136202,1.71416235,2.685122891,42.32659,21
France,4968,0,12,Onshore,0,2022,JP Energie Environnement,16308000,6.315,,,5.222367,23.73546019,2.570840474,111.9513,19
France,5299,0,12,Onshore,0,2009,Allianz SE,16308000,6.416666667,,,0.087618731,-0.113706842,-2.824551503,84.03127,21
Spain,2215,0,30,Onshore,0,2007,Acciona,40770000,5.286666667,,,2.787031889,3.659707785,3.533500122,35.69813,21
Hungary,2548,0,26,Onshore,0,2011,Iberdrola,35334000,5.726666667,,,3.929922104,4.61366415,1.866837475,79.77408,11
Estonia,121,0,310,Onshore,1,2008,Greta Energy,421290000,8.046666667,,,10.36235237,15.80517769,-5.125312709,4.509318,17
Finland,2806,1,24,Onshore,0,2012,Aquila Capital,32616000,4.593333333,,,2.808328867,1.719880462,-1.522840285,56.88493,21
Ireland,1241,0,45,Onshore,0,2017,GLIL Infrastructure,61155000,8.366666667,,,0.251,2.02969408,10.04962854,65.23382,16
United Kingdom,5290,0,12,Onshore,1,2009,RWE AG,16308000,7.253333333,,,1.9721632,2.176790476,-4.62055372,64.91501,21
Italy,2202,0,30,Onshore,0,2008,F2i SGR,40770000,4.05,,,3.347833157,6.451290131,-1.023138477,105.7877,17
Finland,807,1,55,Onshore,0,2021,Glennmont Partners,74745000,4.543333333,,,2.194574,9.620338,2.734713486,73.13908,20
Greece,4488,1,14.4,Onshore,0,2000,Rokas Renewables,19569600,6.51,,,3.151180029,6.178898335,4.137827099,104.9344,15
United Kingdom,4112,0,16,Onshore,0,2015,Greencoat,21744000,7.673333333,,,0.40160796,1.249046922,2.222888449,87.86669,21
Austria,2796,0,24,Onshore,0,2013,PUSPOK Group,32616000,6.186666667,,,2.000159502,2.390000105,-0.250726546,81.26635,20
Bulgaria,433,0,100,Onshore,1,2006,Ecosource Energy,135900000,3.963333333,,,7.25534153,4.616057396,6.802588987,27.11982,14
Italy,1387,0,42,Onshore,0,2012,CVA SPA,57078000,5.26,,,3.041360378,7.027999878,-3.125238795,125.8705,16
United Kingdom,2969,0,23,Onshore,0,2009,Statkraft AS,31257000,7.623333333,,,1.9721632,2.176790476,-4.62055372,64.91501,21
United Kingdom,3751,1,18,Onshore,0,2012,Community Windpower,24462000,8.123333333,,,2.564104319,2.724234581,1.508998374,84.4826,21
France,5625,1,11,Onshore,0,2008,Eurowatt Services,14949000,6.346666667,,,2.812865257,4.735337734,0.380171426,69.73569,21
Spain,2209,0,30,Onshore,0,2008,Elecdey SL,40770000,5.576666667,,,4.07565403,6.641723633,0.767165775,39.6088,21
France,3158,0,21.9,Onshore,0,2020,Ostwind,29762100,7.016666667,,,0.476498853,-0.206244222,-7.44064593,114.853,20
Belgium,4115,0,16,Onshore,0,2015,EDF,21744000,6.63,,,0.561430633,0.399857312,1.474164386,105.2304,20
Spain,2601,0,26,Onshore,0,2003,Grupo SAMCA,35334000,5.96,,,3.039239645,2.886516333,2.939289664,47.68695,20
Norway,1524,0,40,Onshore,1,2002,Norsk Miljokraft AS,54360000,8.19,,,1.286725283,3.722885132,1.377557001,33.945,21
Greece,1195,0,46.2,Onshore,1,?,Terna Energy,62785800,,,,,,,,
Spain,2885,1,24,Onshore,0,2000,Iberdrola,32616000,5.79,,,3.433526039,4.422429562,5.200641186,57.84051,20
Italy,688,0,66,Onshore,0,2012,Edison SpA,89694000,5.383333333,,,3.041360378,7.027999878,-3.125238795,125.8705,16
Greece,2062,0,31,Onshore,1,?,Voursana Energy SA,42129000,,,,,,,,
Belgium,3645,0,18,Onshore,0,2022,Eneco,24462000,6.49,,,9.597511,52.98778758,4.233431834,104.2816,19
Italy,3098,0,22,Onshore,0,2010,Alerion,29898000,5.656666667,,,1.525517702,1.211658478,1.529105757,118.7371,17
France,576,0,78,Onshore,0,2010,Engie,106002000,5.953333333,,,1.531118512,3.301385641,2.000324727,86.31331,21
Austria,2171,0,30,Onshore,0,2012,PUSPOK Group,40770000,6.16,,,2.485670328,3.230000019,0.628246179,81.92012,20
Spain,2319,1,29,Onshore,0,1997,Enel,39411000,4.636666667,,,1.971074224,3.443284035,3.587299762,64.2863,19
Norway,1484,0,40,Onshore,1,2012,Zephyr AS,54360000,4.78,,,0.696865737,-1.873118162,2.717959267,30.90833,21
Spain,1876,1,34,Onshore,0,2009,Acciona,46206000,6.613333333,,,-0.28799358,1.29409802,-3.768133072,53.07928,20
Germany,2069,0,31,Onshore,0,2018,ABO Wind,42129000,7.213333333,,,1.73,1.753376603,1.116443109,60.72854,21
Greece,3093,1,22,Onshore,0,2011,IdEI SA,29898000,3.8,,,3.329869986,8.906470299,-9.876779039,175.2192,2
Bosnia and Herzegovina,1122,0,48,Onshore,1,2016,Kamen-Dent DOO,65232000,3.343333333,,,-1.058648705,0.276661485,3.242255212,44.87429,6
Norway,61,0,480,Onshore,1,2019,Fred Olsen Renewables AB,652320000,4.216666667,,,2.167999983,0.128422707,1.123777874,40.55646,21
Spain,2211,0,30,Onshore,0,2007,Naturgy,40770000,3.956666667,,,2.787031889,3.659707785,3.533500122,35.69813,21
Sweden,4602,1,14,Onshore,1,2013,Elektrizitatswerk Der Stadt Zurich (EWZ),19026000,4.816666667,,,-0.044290561,5.775034904,1.137716498,40.3475,21
Portugal,2375,1,28,Onshore,0,2013,ENEOP,38052000,6.796666667,,,0.27442205,2.149289131,-0.984106758,131.4297,9
Finland,4849,0,13,Onshore,0,2015,Tunturivoima OY LTD; Puhuri Oy,17667000,5.243333333,,,-0.2079283,0.821114242,0.466503518,68.7194,20
Denmark,3747,0,18,Onshore,0,2012,Community Ownership ; Private Owners; other ; Private Investor - Ken Jensen; Bertel Jensen CO,24462000,7.926666667,,,2.397917986,2.603148699,-0.005432319,44.94315,21
United Kingdom,4661,0,14,Onshore,0,2008,Wind Prospect PTY LTD,19026000,7.833333333,,,3.481384993,4.696794987,-0.248797298,50.82737,21
France,4507,1,14,Onshore,0,2021,Boralex,19026000,6.816666667,,,1.642331,10.45525,6.882337866,113.0879,20
United Kingdom,2523,0,26,Onshore,0,2016,Renewable Energy Systems (RES),35334000,7.273333333,,,1,1.675421953,1.921710078,87.82519,19
Germany,3492,1,20,Onshore,0,2004,ERG,27180000,7.043333333,,,1.66573,1.529088616,1.162368267,64.33307,21
Finland,4671,0,14,Onshore,0,2007,Leovind Ab,19026000,8.076666667,,,2.510670424,3.799999952,5.312801782,33.90636,21
Spain,963,0,50,Onshore,0,2010,Iberdrola,67950000,5.746666667,,,1.799884915,3.527857542,0.094122317,60.26603,20
Germany,3953,0,17,Onshore,0,2017,CEE,23103000,5.9,,,1.711,1.241764545,2.716024519,63.95238,21
Spain,2848,0,24,Onshore,0,2006,Acciona,32616000,5.243333333,,,3.515373945,6.521553516,4.043435207,39.01906,21
Greece,1354,0,42,Onshore,1,?,Green Repower,57078000,,,,,,,,
Germany,3908,0,17,Onshore,0,2024,EnBW,23103000,7.59,,,5.946436677,6.403984767,-0.26643841,62.66008,21
Greece,3900,0,17.2,Onshore,1,?,European Wind Farms Greece LLC,23374800,,,,,,,,
Germany,4140,0,16,Onshore,0,2012,ABO Wind,21744000,5.736666667,,,2.008486986,2.23366785,0.474291306,79.15729,21
Germany,5576,1,11,Onshore,0,2019,NEAG Norddeutsche Energie AG,14949000,7.403333333,,,1.345999956,1.315006018,0.987893349,58.55613,21
Germany,3913,1,17,Onshore,0,2023,NOTUS Energy,23103000,6.5,,,5.946436677,6.403984767,-0.26643841,62.66008,21
Italy,4127,0,16,Onshore,0,2013,EDP,21744000,5.66,,,1.219995141,2.076303005,-1.818025061,131.8163,13
Spain,5649,0,11,Onshore,0,2002,Enel,14949000,4.963333333,,,3.06576395,2.26916194,2.755456153,51.23687,21
France,5202,0,12,Onshore,0,2012,CNR,16308000,7.35,,,1.954202652,3.398922443,0.183835271,91.71756,20
United Kingdom,5,1,1300,Offshore hard mount,0,2022,Orsted ; Credit Agricole Assurances ; AXA,3787111033,8.41,99.22,36.08,7.9,46.66091283,4.839085147,100.4323,18
Belgium,190,0,219,Offshore hard mount,0,2020,Parkwind NV ; Sumitomo Corp,592822889.5,8.45,46.69,26.8,0.740791812,-1.816437772,-4.792983897,111.874,20
Spain,3852,0,18,Onshore,0,2001,RWE,24462000,6.366666667,,,3.589828014,3.382987976,3.919088791,54.05223,21
France,4533,0,14,Onshore,0,2019,Keller,19026000,7.376666667,,,1.299999952,1.744135022,2.027446476,97.88586,19
Italy,2683,0,25,Onshore,0,2010,RWE,33975000,5.633333333,,,1.525517702,1.211658478,1.529105757,118.7371,17
Greece,2338,0,28.5,Onshore,1,?,Private Investor - Michales Kouyioumtes,38731500,,,,,,,,
Germany,5102,0,12,Onshore,0,2015,Burgerwind,16308000,4.33,,,0.514420152,-0.414969653,1.652719772,70.55988,21
Spain,2133,0,30,Onshore,1,2019,Capital Energy,40770000,4.75,,,0.699999988,-1.237797976,1.961178532,97.57882,16
Germany,4837,1,13,Onshore,0,2017,RWE AG,17667000,6.553333333,,,1.711,1.241764545,2.716024519,63.95238,21
France,4297,0,15,Onshore,0,2018,Engie,20385000,5.98,,,1.85,2.38292861,1.645908729,98.1591,19
Germany,3919,0,17,Onshore,0,2022,Denker & Wulf AG,23103000,7.015,,,6.872574,35.04750171,1.369731055,64.78936,21
France,5093,0,12,Onshore,0,2015,Engie,16308000,5.786666667,,,0.037512854,0.410003603,1.066754735,97.07373,19
Portugal,4905,1,13,Onshore,0,2000,Ventient Energy,17667000,4.463333333,,,2.853031874,3.738481283,3.816177564,54.19309,19
Spain,1000,1,50,Onshore,0,2006,Iberdrola,67950000,6.113333333,,,3.515373945,6.521553516,4.043435207,39.01906,21
Norway,5981,1,10,Offshore floating,0,2009,Marine Energy Test Centre,38396333.33,6.5,2.05,174.94,2.197387218,1.805326462,-1.940364695,42.54396,21
Greece,249,0,162,Offshore hard mount,1,?,Hellenic Technodomiki Wind SA,427726062,,1.18,57.8,,,,,
Spain,3268,0,21,Onshore,0,2004,Fomentos de Construcciones y Contratas (FCC),28539000,5.476666667,,,3.039197922,3.496448517,3.114531452,45.3327,21
Germany,745,0,60,Onshore,0,2013,NOTUS Energy,81540000,7.15,,,1.504725099,1.971489668,0.386224576,76.79466,21
Sweden,3365,0,20,Onshore,0,2015,Eskilstuna Vindkraft AB; Finja Energi AB,27180000,3.963333333,,,-0.046784438,4.599999905,4.410140676,44.03559,21
Sweden,5560,0,11,Onshore,0,2021,Rabbalshede Kraft AB,14949000,5.62,,,2.163197,16.98293,5.937508573,36.83366,21
Austria,1932,1,33,Onshore,0,2016,Smart Energy Betriebs GMBH,44847000,6.02,,,0.89159596,0.829999983,2.117219671,82.84043,20
Spain,3871,0,18,Onshore,0,-,EDP,24462000,6.195652174,,,,,,,
United Kingdom,2266,0,29.9,Onshore,0,2017,NTR plc,40634100,7.98,,,2.683,2.041315317,2.656504893,86.72315,19
Germany,148,0,288,Offshore hard mount,0,2014,Stadtwerke Munchen GmbH ; Vattenfall AB,800227872,9.24,72.42,25.79,0.90679872,0.845330298,2.169498929,73.82303,21
France,4624,0,14,Onshore,0,2012,EuroCape New Energy,19026000,5.963333333,,,1.954202652,3.398922443,0.183835271,91.71756,20
United Kingdom,3545,0,19.5,Onshore,1,2008,Scottish and Southern Energy (SSE),26500500,9.406666667,,,3.481384993,4.696794987,-0.248797298,50.82737,21
Germany,5457,0,12,Onshore,0,2003,WPD,16308000,6.723333333,,,1.034225345,1.510221601,-0.529928994,62.70924,21
France,859,0,52,Onshore,0,2010,Allianz SE,70668000,5.723333333,,,1.531118512,3.301385641,2.000324727,86.31331,21
Italy,1214,0,46,Onshore,0,2012,Enel,62514000,5.43,,,3.041360378,7.027999878,-3.125238795,125.8705,16
United Kingdom,3011,0,22.5,Onshore,0,2015,RWE AG,30577500,9.353333333,,,0.40160796,1.249046922,2.222888449,87.86669,21
Greece,4470,0,14.6,Onshore,0,2007,Voreas Energeiaki SA,19841400,3.773333333,,,2.894999743,3.064665794,3.506870186,103.103,17
Slovenia,5770,0,10,Onshore,1,2017,Ministry of the Environment and Spatial Planning,13590000,3.136666667,,,1.432,2.479662895,5.17440454,74.15028,16
France,5021,0,12,Onshore,0,2017,Allianz SE,16308000,5.836666667,,,1.163,1.601827264,2.083614851,98.48331,19
Romania,2371,1,28,Onshore,0,2013,SC Sibioara Wind Farm SRL,38052000,5.62,,,3.991640568,4.1,0.278771877,37.78312,11
Belgium,3187,1,21,Onshore,0,2020,Engie,28539000,6.9,,,0.740791812,-1.816437772,-4.792983897,111.874,20
United Kingdom,5913,0,10,Onshore,0,2012,Ventient Energy,13590000,7.643333333,,,2.564104319,2.724234581,1.508998374,84.4826,21
Finland,2936,1,23,Onshore,0,2016,Hana Financial Investment CO LTD; Korea Investments & Securities CO LTD,31257000,4.563333333,,,0.356684387,0.551684678,2.571934232,68.59111,20
France,3013,0,22.1,Onshore,0,2022,Encavis AG,30033900,6.405,,,5.222367,23.73546019,2.570840474,111.9513,19
Greece,4765,0,13.8,Onshore,0,2019,Enel,18754200,6.73,,,0.51700002,-0.480481893,2.277180636,185.5363,9
Italy,4690,0,14,Onshore,0,2005,RWE,19026000,3.956666667,,,1.985297203,4.895356655,0.76241072,106.1756,18
Portugal,3320,1,20,Onshore,0,2020,EKZ Renewables AG,27180000,5.286666667,,,-0.01243833,0.074857382,-8.204632063,134.8974,13
France,2760,0,24,Onshore,0,2018,Volkswind GmbH,32616000,6.483333333,,,1.85,2.38292861,1.645908729,98.1591,19
Italy,2817,0,24,Onshore,0,2010,Ferazzoli SPA,32616000,4.376666667,,,1.525517702,1.211658478,1.529105757,118.7371,17
Norway,1506,0,40,Onshore,1,2007,Statkraft AS,54360000,6.52,,,0.712596357,-0.869917691,2.914039986,49.51508,21
Finland,4796,0,13,Onshore,0,2022,Eurowind Energy A/S,17667000,4.41,,,7.123507,30.69680686,1.450048073,73.94323,20
Germany,2540,0,26,Onshore,0,2013,Eno Energy,35334000,7.363333333,,,1.504725099,1.971489668,0.386224576,76.79466,21
Germany,2978,0,23,Onshore,0,2005,EnBW,31257000,6.796666667,,,1.546913624,2.818756342,0.885697236,66.46009,21
Greece,3905,0,17.1,Onshore,0,2017,Ellaktor SA,23238900,5.733333333,,,1.138,2.168021202,1.473124985,183.2054,5
France,4039,0,16.8,Onshore,0,2019,Energieteam,22831200,6.16,,,1.299999952,1.744135022,2.027446476,97.88586,19
Germany,3465,0,20,Onshore,0,2007,Denker & Wulf AG,27180000,6.79,,,2.298336029,1.922888994,2.89010719,63.08144,21
Germany,2125,0,30,Onshore,0,2021,Geo MBH,40770000,7.545,,,3.14297,10.7082,3.669999862,67.87883,21
