Country/Area,Entry ID,Project Name,Phase Name,Only Phase,Capacity (MW),Installation Type,Status,Cancelled,Start year,Owner,Latitude,Longitude,Region,Wiki URL,Annual Wind Speed,Ocean Depth For Offshore,Inflation in Project Country
Spain,2036,Zorreras wind farm,--,1,32,Onshore,operating,0,2007,Iberdrola Renovables Energia SA,36.4634,-5.9452,Europe,https://www.gem.wiki/Zorreras_wind_farm,,,
Germany,2037,Farnst�dt wind farm,2,0,32,Onshore,operating,0,2007,WPD AG,51.4120,11.5794,Europe,https://www.gem.wiki/Farnst�dt_wind_farm,,,
Ireland,2038,Sorne wind farm,1,0,32,Onshore,operating,0,2006,�rsted A/S,55.1295,-7.3636,Europe,https://www.gem.wiki/Sorne_wind_farm,,,
Portugal,2039,Serra Do Ralo wind farm,1,0,32,Onshore,operating,0,2006,Trustenergy SA,40.5828,-7.3980,Europe,https://www.gem.wiki/Serra_Do_Ralo_wind_farm,,,
Spain,2040,Clares wind farm,--,1,32,Onshore,operating,0,2006,Iberdrola Renovables Energia SA,41.0337,-2.1434,Europe,https://www.gem.wiki/Clares_wind_farm,,,
Germany,2041,Altmark wind farm,--,1,32,Onshore,operating,0,2006,WPD AG,52.7284,11.4387,Europe,https://www.gem.wiki/Altmark_wind_farm,,,
Germany,2042,Feldheim wind farm,6,0,32,Onshore,operating,0,2006,Energiequelle GmbH,52.0231,12.8467,Europe,https://www.gem.wiki/Feldheim_wind_farm,,,
Ireland,2043,Ballywater wind farm,1,0,32,Onshore,operating,0,2005,Gaelectric Developments Ltd,52.5357,-6.2388,Europe,https://www.gem.wiki/Ballywater_wind_farm,,,
United Kingdom,2044,Ffynnon Oer wind farm,--,1,32,Onshore,operating,0,2005,Ventient Energy,51.6830,-3.6287,Europe,https://www.gem.wiki/Ffynnon_Oer_wind_farm,,,
Spain,2045,Larriba wind farm,2a,0,32,Onshore,operating,0,2005,Iberdrola Renovables Energia SA,42.1935,-2.3878,Europe,https://www.gem.wiki/Larriba_wind_farm,,,
France,2046,Le Haut Des Ailes wind farm,1,0,32,Onshore,operating,0,2005,ENGIE SA,48.6325,6.8754,Europe,https://www.gem.wiki/Le_Haut_Des_Ailes_wind_farm,,,
Spain,2047,Elgea-Urkilla wind farm,--,1,32,Onshore,operating,0,2003,Iberdrola Renovables Energia SA,42.9575,-2.4458,Europe,https://www.gem.wiki/Elgea-Urkilla_wind_farm,,,
Spain,2048,Valdeconejos wind farm,--,1,32,Onshore,operating,0,2003,Fomentos de Construcciones y Contratas (FCC),40.7880,-0.8840,Europe,https://www.gem.wiki/Valdeconejos_wind_farm,,,
Austria,2049,Neusiedl Am See wind farm,--,1,32,Onshore,operating,0,2003,Energie Burgenland Windkraft GMBH,47.9637,16.8922,Europe,https://www.gem.wiki/Neusiedl_Am_See_wind_farm,,,
Spain,2050,Caparroso wind farm,--,1,32,Onshore,operating,0,2001,E�lica de Navarra SL,42.3025,-1.6340,Europe,https://www.gem.wiki/Caparroso_wind_farm,,,
Germany,2051,Daseburg wind farm,--,1,32,Onshore,operating,0,2001,GLS Beteiligung AG,51.5064,9.2575,Europe,https://www.gem.wiki/Daseburg_wind_farm,,,
France,2052,Douiche wind farm,Nordex 31,0,32,Onshore,operating,0,2019,RWE AG,49.3348,1.6536,Europe,https://www.gem.wiki/Douiche_wind_farm,,,
France,2053,Plaine D'Osne wind farm,--,1,32,Onshore,operating,0,2020,TTR Energy,48.4835,5.2057,Europe,https://www.gem.wiki/Plaine_D'Osne_wind_farm,,,
Germany,2054,Westerberg (Windstrom) wind farm,--,1,32,Onshore,operating,0,-,WindStrom,52.1642,10.5402,Europe,https://www.gem.wiki/Westerberg_(Windstrom)_wind_farm,,,
Netherlands,2055,Flevo Ventum wind farm,--,1,32,Onshore,operating,0,2022,Flevo Ventum BV,52.4722,5.7216,Europe,https://www.gem.wiki/Flevo_Ventum_wind_farm,,,
Netherlands,2056,Piet De Wit wind farm,RP 1,0,32,Onshore,operating,0,2022,Promill BV ; Co�peratie Deltawind,51.6651,4.3368,Europe,https://www.gem.wiki/Piet_De_Wit_wind_farm,,,
Spain,2057,Conesa wind farm,2,0,32,Onshore,operating,0,2007,Iberdrola Renovables Energia SA,41.5062,1.2624,Europe,https://www.gem.wiki/Conesa_wind_farm,,,
Spain,2058,Fuente Va�n wind farm,--,1,32,Onshore,operating,0,2008,Ventient Energy,42.2754,-3.6290,Europe,https://www.gem.wiki/Fuente_Va�n_wind_farm,,,
Spain,2059,Tejonero wind farm,--,1,32,Onshore,operating,0,2009,EDP Renovables Espa�a,36.3126,-5.9666,Europe,https://www.gem.wiki/Tejonero_wind_farm,,,
Greece,2060,Gerakovouni Meyas Lakkos (New Ne Solar) wind farm,--,1,31.8,Onshore,cancelled,1,?,National Energy Holdings,39.0498,22.6942,Europe,https://www.gem.wiki/Gerakovouni_Meyas_Lakkos_(New_Ne_Solar)_wind_farm,,,
Greece,2061,Veloutsa wind farm,--,1,31.5,Onshore,cancelled,1,?,Kyon LLC,38.5280,21.0535,Europe,https://www.gem.wiki/Veloutsa_wind_farm,,,
Greece,2062,Galano (Energy Voursana) wind farm,--,1,31,Onshore,cancelled,1,?,Voursana Energy SA,41.2816,25.9210,Europe,https://www.gem.wiki/Galano_(Energy_Voursana)_wind_farm,,,
Finland,2063,Isokeidas wind farm,--,1,31,Onshore,operating,0,2023,Ilmatar Energy Oy,62.0755,21.6473,Europe,https://www.gem.wiki/Isokeidas_wind_farm,,,
Sweden,2064,Marhult wind farm,--,1,31,Onshore,operating,0,2023,Octopus Renewables Ltd,57.0338,15.2559,Europe,https://www.gem.wiki/Marhult_wind_farm,,,
Poland,2065,Przykona wind farm,--,1,31,Onshore,operating,0,2020,ORLEN Group SA,51.9988,18.6404,Europe,https://www.gem.wiki/Przykona_wind_farm,,,
Italy,2066,Villacidro wind farm,--,1,31,Onshore,operating,0,2019,Alerion Clean Power,39.8730,8.4412,Europe,https://www.gem.wiki/Villacidro_wind_farm,,,
Italy,2067,Medio Campiadano wind farm,--,1,31,Onshore,operating,0,2018,Fri-El SPA,39.4582,8.7352,Europe,https://www.gem.wiki/Medio_Campiadano_wind_farm,,,
Austria,2068,Tauern wind farm,RP-1,0,31,Onshore,operating,0,2018,Web Windenergie AG; ImWind Operations GMBH,47.2754,14.3872,Europe,https://www.gem.wiki/Tauern_wind_farm,,,
Germany,2069,Tasdorf wind farm,--,1,31,Onshore,operating,0,2018,ABO Wind AG,53.8476,10.6688,Europe,https://www.gem.wiki/Tasdorf_wind_farm,,,
United Kingdom,2070,Beck Burn wind farm,--,1,31,Onshore,operating,0,2017,EDF Renewables,55.0107,-3.0263,Europe,https://www.gem.wiki/Beck_Burn_wind_farm,,,
Germany,2071,Redlin wind farm,--,1,31,Onshore,operating,0,2017,WPD AG,53.3447,12.0207,Europe,https://www.gem.wiki/Redlin_wind_farm,,,
Finland,2072,Myllykangas wind farm,1,0,31,Onshore,operating,0,2015,Hana Financial Investment CO LTD; Korea Investments & Securities CO LTD,65.5519,25.3283,Europe,https://www.gem.wiki/Myllykangas_wind_farm,,,
Germany,2073,K�nigshovener H�he wind farm,2,0,31,Onshore,operating,0,2015,Community Owned - Bedbrug; RWE AG,51.0396,6.5315,Europe,https://www.gem.wiki/K�nigshovener_H�he_wind_farm,,,
Germany,2074,Hungerberg-Albisheim wind farm,--,1,31,Onshore,operating,0,2014,Energieversorgung Offenbach AG,49.6517,8.0524,Europe,https://www.gem.wiki/Hungerberg-Albisheim_wind_farm,,,
Poland,2075,Wartkowo wind farm,--,1,31,Onshore,operating,0,2012,ENGIE SA,54.0100,15.6851,Europe,https://www.gem.wiki/Wartkowo_wind_farm,,,
Poland,2076,Lipniki wind farm,--,1,31,Onshore,operating,0,2011,TAURON Polska Energia SA,50.5436,17.1126,Europe,https://www.gem.wiki/Lipniki_wind_farm,,,
Germany,2077,Kronprinzenkoog wind farm,RP1,0,31,Onshore,operating,0,2010,Repower Systems AG,53.9633,8.9832,Europe,https://www.gem.wiki/Kronprinzenkoog_wind_farm,,,
Spain,2078,Colladillo wind farm,--,1,31,Onshore,operating,0,2009,EDP Renovables Espa�a,40.6541,-4.9812,Europe,https://www.gem.wiki/Colladillo_wind_farm,,,
Poland,2079,Kamie_sk wind farm,--,1,31,Onshore,operating,0,2007,PGE Energia Odnawialna SA,51.0712,19.4084,Europe,https://www.gem.wiki/Kamie_sk_wind_farm,,,
Spain,2080,Baos Y Pumar wind farm,1,0,31,Onshore,operating,0,2007,EDP Renovables Espa�a,43.5025,-6.2651,Europe,https://www.gem.wiki/Baos_Y_Pumar_wind_farm,,,
Spain,2081,Munera wind farm,2,0,31,Onshore,operating,0,2007,EDP Renovables Espa�a,39.0837,-2.4267,Europe,https://www.gem.wiki/Munera_wind_farm,,,
Italy,2082,Pietrafitta wind farm,--,1,31,Onshore,operating,0,2005,Siemens Gamesa Renewable Energy,42.0329,13.7747,Europe,https://www.gem.wiki/Pietrafitta_wind_farm,,,
Spain,2083,Rabosera wind farm,--,1,31,Onshore,operating,0,2005,EDP Renovables Espa�a,42.0820,-0.8250,Europe,https://www.gem.wiki/Rabosera_wind_farm,,,
Spain,2084,El Redondal wind farm,--,1,31,Onshore,operating,0,2004,Fomentos de Construcciones y Contratas (FCC),42.5794,-6.4684,Europe,https://www.gem.wiki/El_Redondal_wind_farm,,,
Spain,2085,Hedroso-Aciberos wind farm,1,0,31,Onshore,operating,0,2004,Grupo Ibere�lica Renovables,42.0357,-6.9054,Europe,https://www.gem.wiki/Hedroso-Aciberos_wind_farm,,,
Spain,2086,Montija wind farm,--,1,31,Onshore,operating,0,2004,Grupo Jorge; Naturgy,43.1010,-3.4801,Europe,https://www.gem.wiki/Montija_wind_farm,,,
Spain,2087,Padornelo wind farm,1,0,31,Onshore,operating,0,2004,Grupo Ibere�lica Renovables,42.0586,-6.8411,Europe,https://www.gem.wiki/Padornelo_wind_farm,,,
Spain,2088,Punago wind farm,--,1,31,Onshore,operating,0,2004,Acciona Energ�a SAU,43.0801,-7.2901,Europe,https://www.gem.wiki/Punago_wind_farm,,,
Spain,2089,Sierra De Due�a wind farm,--,1,31,Onshore,operating,0,2004,Iberdrola Renovables Energia SA,40.6901,-5.8201,Europe,https://www.gem.wiki/Sierra_De_Due�a_wind_farm,,,
Spain,2090,Valdeporres wind farm,--,1,31,Onshore,operating,0,2004,Iberdrola Renovables Energia SA,43.0206,-3.7686,Europe,https://www.gem.wiki/Valdeporres_wind_farm,,,
Spain,2091,Pedregal wind farm,1,0,31,Onshore,operating,0,2003,Iberdrola Renovables Energia SA,42.7762,-9.0603,Europe,https://www.gem.wiki/Pedregal_wind_farm,,,
Germany,2092,Hellberge wind farm,2,0,31,Onshore,operating,0,2003,Statkraft AS,51.8695,13.5538,Europe,https://www.gem.wiki/Hellberge_wind_farm,,,
Spain,2093,Monte Carrio wind farm,--,1,31,Onshore,operating,0,2002,Iberdrola Renovables Energia SA,42.6609,-8.1129,Europe,https://www.gem.wiki/Monte_Carrio_wind_farm,,,
Spain,2094,Yerga wind farm,2,0,31,Onshore,operating,0,2002,Iberdrola Renovables Energia SA,42.1435,-1.9561,Europe,https://www.gem.wiki/Yerga_wind_farm,,,
Germany,2095,K�nigsmoor wind farm,--,1,31,Onshore,operating,0,2002,B�rgerwindpark K�nigsmoor GMBH & CO KG,53.4956,7.6011,Europe,https://www.gem.wiki/K�nigsmoor_wind_farm,,,
Spain,2096,La Cuerda wind farm,--,1,31,Onshore,operating,0,2000,Iberdrola Renovables Energia SA,38.7972,-1.4727,Europe,https://www.gem.wiki/La_Cuerda_wind_farm,,,
Spain,2097,Montes De Cierzo wind farm,2,0,31,Onshore,operating,0,2000,Enerfin Resources CO,42.0617,-1.6045,Europe,https://www.gem.wiki/Montes_De_Cierzo_wind_farm,,,
France,2098,Mont De Treme wind farm,--,1,31,Onshore,operating,0,2019,Volkswind GmbH,49.7303,2.6007,Europe,https://www.gem.wiki/Mont_De_Treme_wind_farm,,,
Italy,2099,Cocullo wind farm,--,1,31,Onshore,operating,0,2005,Acciona SA,42.0363,13.7971,Europe,https://www.gem.wiki/Cocullo_wind_farm,,,
Greece,2100,Kotroni Dichala (Bourtzi) wind farm,--,1,30.8,Onshore,cancelled,1,?,Bourtzi Single Member PVT CO,39.0585,22.6075,Europe,https://www.gem.wiki/Kotroni_Dichala_(Bourtzi)_wind_farm,,,
Italy,2101,Caltavuturo wind farm,--,1,30.6,Onshore,operating,0,2003,Enel Green Power SpA,37.7948,13.9265,Europe,https://www.gem.wiki/Caltavuturo_wind_farm,,,
Netherlands,2102,Zeewolde wind farm,RP1,0,30.1,Onshore,operating,0,2022,Community Owned - Windpark Zeewolde BV,52.3661,5.4927,Europe,https://www.gem.wiki/Zeewolde_wind_farm,,,
Greece,2103,Chalavra wind farm,2,0,30,Onshore,cancelled,1,?,Terna Energy,35.1077,26.1737,Europe,https://www.gem.wiki/Chalavra_wind_farm,,,
Greece,2104,Kokkinou wind farm,--,1,30,Onshore,cancelled,1,?,Epharmoyes Pyritium SA,36.5376,23.1206,Europe,https://www.gem.wiki/Kokkinou_wind_farm,,,
Greece,2105,Palaiologou wind farm,--,1,30,Onshore,cancelled,1,?,Deutsche Wind SA,37.0874,22.6858,Europe,https://www.gem.wiki/Palaiologou_wind_farm,,,
Greece,2106,Rache (Desol Energy) wind farm,--,1,30,Onshore,cancelled,1,?,Desol Energy,38.3117,22.7347,Europe,https://www.gem.wiki/Rache_(Desol_Energy)_wind_farm,,,
Greece,2107,Skopos Oros wind farm,--,1,30,Onshore,cancelled,1,?,Siemens Gamesa Renewable Energy SA,40.3344,21.9937,Europe,https://www.gem.wiki/Skopos_Oros_wind_farm,,,
Poland,2108,Wabcz - Obory - Koby_y wind farm,--,1,30,Onshore,cancelled - inferred 4 y,1,-,PROKON Wind Energy Finland OY,53.3396,18.5498,Europe,https://www.gem.wiki/Wabcz_-_Obory_-_Koby_y_wind_farm,,,
Finland,2109,Illevaara wind farm,--,1,30,Onshore,operating,0,2023,ABO Wind OY,64.5872,28.5498,Europe,https://www.gem.wiki/Illevaara_wind_farm,,,
Finland,2110,J�k�l�kangas wind farm,--,1,30,Onshore,operating,0,2023,Ilmatar Service Oy,62.2626,22.7889,Europe,https://www.gem.wiki/J�k�l�kangas_wind_farm,,,
Finland,2111,M�rkn�sskogen wind farm,--,1,30,Onshore,operating,0,2023,Low Carbon Investment Management LTD,63.0780,21.7864,Europe,https://www.gem.wiki/M�rkn�sskogen_wind_farm,,,
Ireland,2112,Lenalea wind farm,--,1,30,Onshore,operating,0,2023,SSE Renewables ; FuturEnergy Ireland,54.9489,-7.7365,Europe,https://www.gem.wiki/Lenalea_wind_farm,,,
Austria,2113,Stanglalm wind farm,--,1,30,Onshore,operating,0,2023,Private Individual - Georg Kury ; Patrick Bubna-Litic ; Stadtgemeinde Kindberg ; Leobener Realgemeinschaft ; Hainzl GMBH,47.5084,15.4637,Europe,https://www.gem.wiki/Stanglalm_wind_farm,,,
Germany,2114,Belle wind farm,--,1,30,Onshore,operating,0,2023,Energiequelle GmbH,51.8845,9.0656,Europe,https://www.gem.wiki/Belle_wind_farm,,,
United Kingdom,2115,Glen Tarken wind farm,--,1,30,Onshore,cancelled,1,2022,Scottish and Southern Energy (SSE),56.4082,-4.1591,Europe,https://www.gem.wiki/Glen_Tarken_wind_farm,,,
Poland,2116,Piotrk�w wind farm,--,1,30,Onshore,operating,0,2022,TAURON Polska Energia SA,51.4252,19.7045,Europe,https://www.gem.wiki/Piotrk�w_wind_farm,,,
Poland,2117,Ujazd wind farm,1,0,30,Onshore,operating,0,2022,ORLEN Group SA,50.3937,18.3593,Europe,https://www.gem.wiki/Ujazd_wind_farm,,,
Finland,2118,Konttisuo wind farm,--,1,30,Onshore,operating,0,2022,Energiequelle GmbH,62.7292,24.4296,Europe,https://www.gem.wiki/Konttisuo_wind_farm,,,
Croatia,2119,Ljubac wind farm,--,1,30,Onshore,operating,0,2022,Petrol Group,44.0099,16.1558,Europe,https://www.gem.wiki/Ljubac_wind_farm,,,
Italy,2120,Taranto Offshore wind farm,--,1,30,Offshore hard mount,operating,0,2022,Beleolico SRL,40.4850,17.1370,Europe,https://www.gem.wiki/Taranto_Offshore_wind_farm,,,
Ireland,2121,Ummeras wind farm,--,1,30,Onshore,cancelled,1,2021,Statkraft AS,53.1868,-7.0499,Europe,https://www.gem.wiki/Ummeras_wind_farm,,,
Poland,2122,Krasin wind farm,--,1,30,Onshore,operating,0,2021,Mirova,54.0192,19.6130,Europe,https://www.gem.wiki/Krasin_wind_farm,,,
Finland,2123,Kr�puln wind farm,--,1,30,Onshore,operating,0,2021,Infracapital,63.4402,22.3002,Europe,https://www.gem.wiki/Kr�puln_wind_farm,,,
Finland,2124,Storbacken wind farm,--,1,30,Onshore,operating,0,2021,Infracapital,63.2983,22.4629,Europe,https://www.gem.wiki/Storbacken_wind_farm,,,
Germany,2125,Bramstedtlund wind farm,--,1,30,Onshore,operating,0,2021,Geo MBH,54.8535,9.1071,Europe,https://www.gem.wiki/Bramstedtlund_wind_farm,,,
Netherlands,2126,Mauve wind farm,--,1,30,Onshore,operating,0,2021,Eurus Energy,53.2164,6.7921,Europe,https://www.gem.wiki/Mauve_wind_farm,,,
Ireland,2127,Kilranelagh wind farm,--,1,30,Onshore,cancelled,1,2020,ABO Wind AG,52.9409,-6.7088,Europe,https://www.gem.wiki/Kilranelagh_wind_farm,,,
Spain,2128,El Cid wind farm,5,0,30,Onshore,cancelled,1,2020,Forestalia SL,40.6001,-0.4164,Europe,https://www.gem.wiki/El_Cid_wind_farm,,,
Finland,2129,L�ngmossan wind farm,--,1,30,Onshore,operating,0,2020,IKEA,62.8592,21.5762,Europe,https://www.gem.wiki/L�ngmossan_wind_farm,,,
Norway,2130,Stigafjellet wind farm,--,1,30,Onshore,operating,0,2020,EWZ,58.6718,5.9460,Europe,https://www.gem.wiki/Stigafjellet_wind_farm,,,
United Kingdom,2131,Solwaybank wind farm,--,1,30,Onshore,operating,0,2020,Renewables Infrastructure Group LTD (TRIG),55.1002,-3.1078,Europe,https://www.gem.wiki/Solwaybank_wind_farm,,,
Netherlands,2132,Geefsweer wind farm,3,0,30,Onshore,operating,0,2020,Yard Energy Group BV; VolkerWind,53.2749,6.9392,Europe,https://www.gem.wiki/Geefsweer_wind_farm,,,
Spain,2133,Portella wind farm,--,1,30,Onshore,cancelled - inferred 4 y,1,2019,Capital Energy,41.5977,1.4434,Europe,https://www.gem.wiki/Portella_wind_farm,,,
Finland,2134,Ponsivuori wind farm,--,1,30,Onshore,operating,0,2019,IKEA,62.5109,22.4888,Europe,https://www.gem.wiki/Ponsivuori_wind_farm,,,
Italy,2135,Ulassai wind farm,2,0,30,Onshore,operating,0,2019,Saras Group SPA,39.7201,9.4944,Europe,https://www.gem.wiki/Ulassai_wind_farm,,,
Spain,2136,Kw Tarifa Repotenciado wind farm,--,1,30,Onshore,operating,0,2019,Acciona Energ�a SAU,36.0128,-5.6049,Europe,https://www.gem.wiki/Kw_Tarifa_Repotenciado_wind_farm,,,
Netherlands,2137,ECN wind energy facilities B.V,1,0,30,Onshore,operating,0,2019,Connected Infrastructure Capital (CIC),52.8173,5.0841,Europe,https://www.gem.wiki/ECN_wind_energy_facilities_B.V,,,
Germany,2138,Am Ranzenkopf wind farm,--,1,30,Onshore,operating,0,2018,Energiequelle GmbH,49.8370,7.0182,Europe,https://www.gem.wiki/Am_Ranzenkopf_wind_farm,,,
Germany,2139,Buchenau (Th�ga And Rh�n) wind farm,--,1,30,Onshore,operating,0,2018,Th�ga Erneuerbare Energien GMBH & CO KG; Rh�nEnergie Erneuerbare GMBH,50.7820,9.7450,Europe,https://www.gem.wiki/Buchenau_(Th�ga_And_Rh�n)_wind_farm,,,
France,2140,Chemin De Gr�s wind farm,--,1,30,Onshore,operating,0,2017,Boralex,50.1804,3.4519,Europe,https://www.gem.wiki/Chemin_De_Gr�s_wind_farm,,,
France,2141,Chemins De Gres wind farm,--,1,30,Onshore,operating,0,2017,Boralex,50.1804,3.4518,Europe,https://www.gem.wiki/Chemins_De_Gres_wind_farm,,,
Germany,2142,Luko wind farm,--,1,30,Onshore,operating,0,2017,Sabowind GMBH; VSB Energies Nouvelles,51.9350,12.3350,Europe,https://www.gem.wiki/Luko_wind_farm,,,
Sweden,2143,Sandtj�rnberget wind farm,--,1,30,Onshore,cancelled,1,2016,Spanish Power SL,61.9457,14.7996,Europe,https://www.gem.wiki/Sandtj�rnberget_wind_farm,,,
United Kingdom,2144,Inverkip wind farm,--,1,30,Onshore,cancelled,1,2016,Community Windpower,55.8901,-4.8601,Europe,https://www.gem.wiki/Inverkip_wind_farm,,,
Finland,2145,Alavieska wind farm,--,1,30,Onshore,operating,0,2016,Saarenkyl� Tuulipuisto OY,64.2163,24.3355,Europe,https://www.gem.wiki/Alavieska_wind_farm,,,
France,2146,Glenay wind farm,--,1,30,Onshore,operating,0,2016,Encavis AG,46.8653,-0.2203,Europe,https://www.gem.wiki/Glenay_wind_farm,,,
Germany,2147,Horath I wind farm,--,1,30,Onshore,operating,0,2016,ABO Wind AG,49.8282,6.9749,Europe,https://www.gem.wiki/Horath_I_wind_farm,,,
France,2148,Percey-le-Grand wind farm,--,1,30,Onshore,cancelled - inferred 4 y,1,2015,Intervent,47.6238,5.4033,Europe,https://www.gem.wiki/Percey-le-Grand_wind_farm,,,
Poland,2149,Poniec II wind farm,--,1,30,Onshore,operating,0,2015,KKR Co Inc ; Acciona SA ; other,51.8430,16.7103,Europe,https://www.gem.wiki/Poniec_II_wind_farm,,,
Poland,2150,Radzy_ wind farm,--,1,30,Onshore,operating,0,2015,PGE Energia Odnawialna SA,53.3785,18.9379,Europe,https://www.gem.wiki/Radzy__wind_farm,,,
Ukraine,2151,Dmitrievskaya wind farm,1,0,30,Onshore,operating,0,2015,PJSC Wind Park Ochakovskiy,46.9405,32.0635,Europe,https://www.gem.wiki/Dmitrievskaya_wind_farm,,,
Finland,2152,Pajukoski wind farm,--,1,30,Onshore,operating,0,2015,Taaleri Energia Funds Management OY,63.9980,24.5216,Europe,https://www.gem.wiki/Pajukoski_wind_farm,,,
Italy,2153,Matera 2 (Renvico) wind farm,--,1,30,Onshore,operating,0,2015,Renvico Holding,40.7225,16.5391,Europe,https://www.gem.wiki/Matera_2_(Renvico)_wind_farm,,,
France,2154,Mont Heudelan 1 wind farm,--,1,30,Onshore,operating,0,2015,ENGIE SA,49.2774,4.4244,Europe,https://www.gem.wiki/Mont_Heudelan_1_wind_farm,,,
France,2155,M�nil-Annelles wind farm,--,1,30,Onshore,operating,0,2015,Energieteam,49.4452,4.4531,Europe,https://www.gem.wiki/M�nil-Annelles_wind_farm,,,
Germany,2156,Berngerode wind farm,--,1,30,Onshore,operating,0,2015,ABO Wind AG,50.7371,9.5286,Europe,https://www.gem.wiki/Berngerode_wind_farm,,,
Finland,2157,Vanhakyl� wind farm,--,1,30,Onshore,cancelled,1,2014,Suomen Tuulivoima OY,60.4668,25.8764,Europe,https://www.gem.wiki/Vanhakyl�_wind_farm,,,
Norway,2158,Bukkanibba wind farm,--,1,30,Onshore,cancelled,1,2014,Lyse Produksjon AS,59.5952,5.6962,Europe,https://www.gem.wiki/Bukkanibba_wind_farm,,,
United Kingdom,2159,West Browncastle wind farm,--,1,30,Onshore,operating,0,2014,Renantis UK Ltd,55.6590,-4.2091,Europe,https://www.gem.wiki/West_Browncastle_wind_farm,,,
Germany,2160,Hemme Weisses Moor wind farm,1,0,30,Onshore,operating,0,2014,B�rgerwindpark Hemme GMBH & CO KG,54.2544,9.0252,Europe,https://www.gem.wiki/Hemme_Weisses_Moor_wind_farm,,,
Serbia,2161,Gradiste wind farm,--,1,30,Onshore,cancelled - inferred 4 y,1,2013,MK Group; MK Fintel Wind,44.7619,21.5141,Europe,https://www.gem.wiki/Gradiste_wind_farm,,,
Finland,2162,Varevaara wind farm,--,1,30,Onshore,operating,0,2013,Exilion Tuuli Ky,66.1418,24.8957,Europe,https://www.gem.wiki/Varevaara_wind_farm,,,
Sweden,2163,Grytsj�n wind farm,--,1,30,Onshore,operating,0,2013,Stena Renewables Energy AB,56.4855,13.3956,Europe,https://www.gem.wiki/Grytsj�n_wind_farm,,,
Croatia,2164,Jelinak wind farm,--,1,30,Onshore,operating,0,2013,Acciona Energ�a SAU,43.5539,16.1645,Europe,https://www.gem.wiki/Jelinak_wind_farm,,,
United Kingdom,2165,Hunterstone wind farm,--,1,30,Onshore,cancelled,1,2012,ScottishPower Renewables,55.7573,-4.8534,Europe,https://www.gem.wiki/Hunterstone_wind_farm,,,
Sweden,2166,�rbacken wind farm,--,1,30,Onshore,operating,0,2012,Stena Renewables Energy AB,58.2600,15.1187,Europe,https://www.gem.wiki/�rbacken_wind_farm,,,
Italy,2167,Erchie wind farm,--,1,30,Onshore,operating,0,2012,Allianz SE,40.4358,17.6974,Europe,https://www.gem.wiki/Erchie_wind_farm,,,
Spain,2168,Barbers wind farm,--,1,30,Onshore,operating,0,2012,Eolia Renovables SA (EOLIASUR),41.1332,0.5830,Europe,https://www.gem.wiki/Barbers_wind_farm,,,
Spain,2169,Loma Del Cap�n wind farm,--,1,30,Onshore,operating,0,2012,Cerebus Capital Management LP,36.9556,-3.6694,Europe,https://www.gem.wiki/Loma_Del_Cap�n_wind_farm,,,
