Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Latitude,Longitude,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating
Russia,591,0,75.6,Onshore,0,2021,Gazprombank; Fortum,48.1287,45.9325,102740400,6.56,N/A,N/A,6.694456,5.109167,5.614290376,16.397,12
Russia,592,0,75.6,Onshore,1,2020,Gazprombank; Fortum,47.9377,40.1331,102740400,6.403333333,N/A,N/A,3.381659372,3.022539884,-2.653654501,19.15613,12
United Kingdom,593,1,75,Onshore,0,2019,Banks Renewables,55.6327,-4.0361,101925000,7.703333333,N/A,N/A,1.791000009,2.081448078,1.624475159,85.65751,19
France,594,1,75,Onshore,0,2015,KGAL Group,48.4792,3.8531,101925000,5.86,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
Sweden,595,1,75,Onshore,0,2014,Skelleftea Kraft AB ; Fortum,65.2697,17.2057,101925000,4.31,N/A,N/A,-0.179638565,3.430000067,2.295763809,45.20099,21
Germany,596,0,75,Onshore,0,2014,Denker & Wulf AG,53.9804,11.9420,101925000,7.45,N/A,N/A,0.90679872,0.845330298,2.169498929,73.82303,21
Sweden,597,1,75,Onshore,0,2013,Skelleftea Kraft AB ; Fortum,65.2604,17.3144,101925000,4.18,N/A,N/A,-0.044290561,5.775034904,1.137716498,40.3475,21
Moldova,598,0,75,Onshore,1,2011,Summa,47.0152,28.8578,101925000,5.696666667,N/A,N/A,7.650000095,0,5.818166147,24.20073,6
Norway,599,0,75,Onshore,1,2004,Equinor ASA,62.2487,5.6686,101925000,5.646666667,N/A,N/A,0.454491556,0.240770549,4.014588017,43.82903,21
Sweden,600,0,74,Onshore,0,2023,BKW AG AG,60.3624,16.4809,100566000,4.19,N/A,N/A,8.548624897,-9.78123785,-0.310670185,36.37123,21
Sweden,601,0,74,Onshore,0,2021,Renantis UK Ltd,63.6508,18.9683,100566000,4.456666667,N/A,N/A,2.163197,16.98293,5.937508573,36.83366,21
Denmark,602,0,74,Onshore,0,2020,GK Gruppen ApS; Community Ownership; Eurowind Energy A/S,57.0082,9.2215,100566000,8.07,N/A,N/A,0.420711974,0.256266517,-1.780105988,42.17138,21
France,603,0,74,Onshore,0,2017,EDF,44.6674,3.9989,100566000,5.15,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
Lithuania,604,0,74,Onshore,0,2016,Stemma Group,55.1658,22.0242,100566000,6.7,N/A,N/A,0.905525267,-2.032357931,2.671920199,39.87457,15
Romania,605,1,74,Onshore,0,2012,Eolica Dobrogea,45.9852,24.6859,100566000,3.933333333,N/A,N/A,3.337636948,6.9,1.903616968,35.37141,12
Italy,606,0,74,Onshore,0,2011,EDF,40.3958,8.8073,100566000,5.376666667,N/A,N/A,2.780637741,5.178144455,0.695463129,119.1057,16
France,607,1,73.5,Onshore,0,2017,EDF,44.6688,3.9969,99886500,5.15,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
Finland,608,0,73,Onshore,0,2016,Tohkojan Tuulipuisto OY,64.3122,23.9825,99207000,6.08,N/A,N/A,0.356684387,0.551684678,2.571934232,68.59111,20
Finland,609,1,73,Onshore,0,2015,Exilion Tuuli Ky,64.2726,24.0517,99207000,6.08,N/A,N/A,-0.2079283,0.821114242,0.466503518,68.7194,20
Sweden,610,0,72.6,Onshore,0,2023,FuGen; Alpiq,58.8609,11.4338,98663400,4.89,N/A,N/A,8.548624897,-9.78123785,-0.310670185,36.37123,21
United Kingdom,611,0,72.5,Onshore,1,2004,Scottish and Southern Energy (SSE),55.8537,-4.7808,98527500,7.66,N/A,N/A,1.434167027,2.115386009,2.457904411,39.80162,21
Russia,612,0,72,Onshore,1,-,NovaWind,46.4988,38.2509,97848000,6.861304348,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Estonia,613,0,72,Offshore hard mount,1,2020,Sunly Energy,57.8263,21.6050,190890672,8.516666667,26.68,32.46,-0.444531098,-3.722360805,-2.883810041,18.28885,18
Sweden,614,0,72,Onshore,0,2020,WPD,65.1527,20.1079,97848000,4.216666667,N/A,N/A,0.497367319,-0.12742566,-2.005337504,40.31189,21
Montenegro,615,0,72,Onshore,0,2017,Akuo Energy ; Masdar,42.8756,19.1106,97848000,3.93,N/A,N/A,2.373,#N/A,4.716465276,66.20697,8
Romania,616,1,72,Onshore,0,2015,SC Lalomita Power SRL,44.5454,27.7601,97848000,5.413333333,N/A,N/A,-0.602538645,-2.7,3.157036054,37.71156,12
Sweden,617,1,72,Onshore,0,2015,Allianz SE,66.8791,23.3859,97848000,3.996666667,N/A,N/A,-0.046784438,4.599999905,4.410140676,44.03559,21
Ireland,618,1,72,Onshore,0,2014,Scottish and Southern Energy (SSE),54.8869,-7.8792,97848000,8.75,N/A,N/A,0.182542145,-0.025438216,9.336033729,101.2761,16
Denmark,619,0,72,Onshore,0,2013,Mollelauget Norhede-Hjortmose Vindkraft I/S; Encavis AG; AURA Energi,56.0954,8.3664,97848000,8.55,N/A,N/A,0.789073348,1.976181746,1.39267347,43.91183,21
Italy,620,0,72,Onshore,0,2013,Fri-El SPA,40.8197,16.4228,97848000,5.6,N/A,N/A,1.219995141,2.076303005,-1.818025061,131.8163,13
Germany,621,0,72,Offshore hard mount,1,2012,50Hertz Offshore GMBH; Adlergrund 500 GMBH; BEC Energie Consult GMBH,54.6630,14.0167,190455804,8.01,24.51,24.26,2.008486986,2.23366785,0.474291306,79.15729,21
Latvia,622,0,72,Onshore,1,2010,Rapsoil SIA,56.5385,21.0669,97848000,7.323333333,N/A,N/A,-1.084634066,-2.260056257,-3.661259081,40.06896,14
Norway,623,0,72,Onshore,1,2007,Statskog SF,63.9643,10.8512,97848000,5.13,N/A,N/A,0.712596357,-0.869917691,2.914039986,49.51508,21
Italy,624,0,72,Onshore,0,2007,EDF,41.1493,15.3815,97848000,5.386666667,N/A,N/A,1.829737067,2.57996273,1.462292025,103.4538,17
United Kingdom,625,0,72,Onshore,0,2006,Greencoat,56.2698,-4.0589,97848000,7.153333333,N/A,N/A,2.518891573,4.665380001,2.380694025,42.05836,21
Russia,626,0,71,Onshore,1,2019,Enel,44.9928,43.3680,96489000,6.236666667,N/A,N/A,4.46999979,4.665832996,2.198075713,13.74752,12
Norway,627,0,71,Onshore,0,2012,Fred Olsen Renewables AB,58.1562,6.6558,96489000,6.966666667,N/A,N/A,0.696865737,-1.873118162,2.717959267,30.90833,21
Greece,628,0,70,Onshore,1,?,Green Repower,40.7839,23.7363,95130000,,N/A,N/A,,,,,
Bulgaria,629,0,70,Onshore,1,-,Samaras ; Copelouzos Group,41.7226,23.1634,95130000,2.930434783,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Poland,630,0,70,Onshore,0,2023,DIF Capital Partners,53.3729,18.2106,95130000,6.61,N/A,N/A,11.5289128,11.65365251,0.138832755,49.59429,15
Lithuania,631,0,70,Onshore,0,2023,Taaleri SolarWind II fund ; Atsinaujinan_ios Energetikos Investicijos,55.1689,23.9886,95130000,5.2,N/A,N/A,9.117319624,0.169712974,0.342262552,38.28958,16
Italy,632,0,70,Onshore,0,2022,EDP,40.5086,16.1318,95130000,5.08,N/A,N/A,8.20129,50.17213354,4.661762651,138.3491,12
Russia,633,1,70,Onshore,0,2020,Rosatom State Nuclear Energy CORP (ROSATOM),44.9740,40.0580,95130000,5.776666667,N/A,N/A,3.381659372,3.022539884,-2.653654501,19.15613,12
Denmark,634,1,70,Onshore,0,2015,Vattenfall AB,57.0693,9.1432,95130000,8.18,N/A,N/A,0.452031076,0.050028067,2.104414587,39.89418,21
Norway,635,0,70,Onshore,1,2014,Renantis UK Ltd,61.2703,5.0574,95130000,7.256666667,N/A,N/A,2.041705608,1.291266203,2.048131999,29.66098,21
Norway,636,0,70,Onshore,1,2013,Nord-Norsk Vindkraft AS,65.8261,12.8765,95130000,5.773333333,N/A,N/A,2.120480061,5.294428825,1.016190824,31.42718,21
Romania,637,1,70,Onshore,0,2013,ERG,45.4339,27.9979,95130000,5.69,N/A,N/A,3.991640568,4.1,0.278771877,37.78312,11
United Kingdom,638,1,70,Onshore,0,2012,Scottish and Southern Energy (SSE),58.0595,-3.9591,95130000,8.183333333,N/A,N/A,2.564104319,2.724234581,1.508998374,84.4826,21
Poland,639,0,70,Onshore,0,2011,EDP,54.1514,21.1800,95130000,6.556666667,N/A,N/A,4.239399433,6.075186729,5.255462566,55.13372,15
Romania,640,1,70,Onshore,0,2011,Enel,45.9852,24.6859,95130000,3.97,N/A,N/A,5.787102222,9.3,4.495589099,32.3465,11
Romania,641,1,70,Onshore,0,2011,Enel,45.0251,28.8558,95130000,5.906666667,N/A,N/A,5.787102222,9.3,4.495589099,32.3465,11
Romania,642,1,70,Onshore,0,2011,Enel,45.9852,24.6859,95130000,3.97,N/A,N/A,5.787102222,9.3,4.495589099,32.3465,11
Romania,643,1,70,Onshore,0,2011,Enel,45.0451,28.9607,95130000,5.906666667,N/A,N/A,5.787102222,9.3,4.495589099,32.3465,11
Norway,644,0,70,Onshore,1,2010,Statkraft AS,63.1859,8.4289,95130000,4.566666667,N/A,N/A,2.418909788,5.216736317,0.787051845,42.9516,21
Poland,645,1,70,Onshore,0,2009,Green Investment Group (GIG),54.0582,15.7894,95130000,7.12,N/A,N/A,3.795387983,8.516854286,2.615128593,49.8209,15
United Kingdom,646,0,70,Onshore,1,2008,RWE,55.3720,-2.4082,95130000,7.86,N/A,N/A,3.481384993,4.696794987,-0.248797298,50.82737,21
Italy,647,0,70,Onshore,0,2008,Alerion,39.4833,8.8994,95130000,5.77,N/A,N/A,3.347833157,6.451290131,-1.023138477,105.7877,17
Italy,648,0,70,Onshore,0,2008,EDF,39.5341,8.6002,95130000,5.77,N/A,N/A,3.347833157,6.451290131,-1.023138477,105.7877,17
Italy,649,0,70,Onshore,0,2008,Alpiq,37.4524,14.7115,95130000,4.65,N/A,N/A,3.347833157,6.451290131,-1.023138477,105.7877,17
Norway,650,0,70,Onshore,1,2007,Statkraft AS,64.3040,10.8727,95130000,6.353333333,N/A,N/A,0.712596357,-0.869917691,2.914039986,49.51508,21
Italy,651,0,70,Onshore,0,2005,Edison SpA,40.9407,15.3274,95130000,5.49,N/A,N/A,1.985297203,4.895356655,0.76241072,106.1756,18
Norway,652,0,70,Onshore,1,2000,Statkraft AS,62.1266,5.2313,95130000,7.186666667,N/A,N/A,3.08550334,4.743415833,3.318945671,28.66787,21
United Kingdom,653,1,69.5,Onshore,0,2016,Greencoat,57.1901,-4.3596,94450500,7.393333333,N/A,N/A,1,1.675421953,1.921710078,87.82519,19
Lithuania,654,0,69,Onshore,0,2021,Encavis AG,56.0131,22.1367,93771000,6.573333333,N/A,N/A,4.683544,14.33189,6.380016762,43.42849,16
Norway,655,0,69,Onshore,1,2020,TronderEnergi Kraft AS,63.6020,9.7122,93771000,4.773333333,N/A,N/A,1.286584907,-3.487698987,-1.278171785,46.1091,21
Serbia,656,1,69,Onshore,0,2019,MK Fintel Wind,44.9842,21.1742,93771000,5.446666667,N/A,N/A,1.850000024,#N/A,4.750207939,51.71076,11
United Kingdom,657,0,69,Onshore,0,2016,ScottishPower Renewables,55.3043,-4.4882,93771000,7.833333333,N/A,N/A,1,1.675421953,1.921710078,87.82519,19
United Kingdom,658,0,69,Onshore,1,2012,Scottish and Southern Energy (SSE),58.0670,-4.6548,93771000,7.946666667,N/A,N/A,2.564104319,2.724234581,1.508998374,84.4826,21
Sweden,659,0,69,Onshore,0,2012,Vindin AB,63.8053,17.3881,93771000,3.966666667,N/A,N/A,0.888376236,0,-0.414465721,37.68633,21
Romania,660,1,69,Onshore,0,2011,Cernavoda Power SRL,44.3379,28.0336,93771000,5.653333333,N/A,N/A,5.787102222,9.3,4.495589099,32.3465,11
Romania,661,1,69,Onshore,0,2011,Cernavoda Power SRL,44.3379,28.0336,93771000,5.653333333,N/A,N/A,5.787102222,9.3,4.495589099,32.3465,11
Austria,662,0,69,Onshore,0,2011,PUSPOK Group,47.9102,16.9727,93771000,6.15,N/A,N/A,3.286587238,3.309999943,2.927467908,82.44451,21
United Kingdom,663,0,69,Onshore,1,2010,RWE,55.7405,-2.8457,93771000,7.44,N/A,N/A,2.502840519,-0.361241519,2.233315126,75.86023,21
Romania,664,1,69,Onshore,0,2015,Verbund,45.9852,24.6859,93771000,4.02,N/A,N/A,-0.602538645,-2.7,3.157036054,37.71156,12
United Kingdom,665,1,69,Onshore,0,2018,Renewable Energy Systems (RES),55.8075,-2.8603,93771000,7.723333333,N/A,N/A,2.32,1.855871797,1.405190266,86.34547,19
Finland,666,0,68,Onshore,0,2022,Aquila Capital,64.5735,24.8048,92412000,4.775,N/A,N/A,7.123507,30.69680686,1.450048073,73.94323,20
Sweden,667,0,68,Onshore,0,2019,Aquila Capital,62.5335,16.8114,92412000,4.206666667,N/A,N/A,1.639000058,2.917844857,2.549647853,35.69584,21
Sweden,668,0,68,Onshore,0,2019,Vasa Vind,63.4614,15.0506,92412000,4.31,N/A,N/A,1.639000058,2.917844857,2.549647853,35.69584,21
Ukraine,669,1,68,Onshore,1,2018,Vindkraft Ukraina LLC,46.1746,34.4290,92412000,6.346666667,N/A,N/A,10.94,6.063262939,3.488362342,60.40835,5
United Kingdom,670,0,68,Onshore,0,2015,Scottish and Southern Energy (SSE),53.6118,-0.7637,92412000,7.223333333,N/A,N/A,0.40160796,1.249046922,2.222888449,87.86669,21
Germany,671,0,68,Onshore,0,2008,EVV Renewable Energy,52.1613,11.8015,92412000,6.596666667,N/A,N/A,2.628387928,3.424206972,0.910403196,64.5862,21
United Kingdom,672,1,67.7,Onshore,0,2015,Scottish and Southern Energy (SSE),58.4901,-4.0336,92004300,8.986666667,N/A,N/A,0.40160796,1.249046922,2.222888449,87.86669,21
United Kingdom,673,0,67.5,Onshore,1,2022,Scottish and Southern Energy (SSE),58.1240,-4.3301,91732500,7.63,N/A,N/A,7.9,46.66091283,4.839085147,100.4323,18
Greece,674,0,67,Onshore,1,?,Niata Wind SA,41.2601,25.4901,91053000,,N/A,N/A,,,,,
Sweden,675,0,67,Onshore,0,2023,Renewables Infrastructure Group LTD (TRIG),57.7795,16.1474,91053000,4.61,N/A,N/A,8.548624897,-9.78123785,-0.310670185,36.37123,21
Norway,676,0,67,Onshore,1,2019,Norsk Vind AS,58.8496,5.9648,91053000,6.036666667,N/A,N/A,2.167999983,0.128422707,1.123777874,40.55646,21
Germany,677,1,67,Onshore,0,2015,RWE AG ; Community Owner - City of Bedburg,51.0404,6.5262,91053000,6.696666667,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
United Kingdom,678,1,66.7,Onshore,0,2014,Statkraft AS,57.4466,-3.4754,90645300,7.86,N/A,N/A,1.425663471,1.997074246,3.194637313,87.09433,21
Lithuania,679,0,66,Onshore,0,2023,Taaleri SolarWind II fund ; Atsinaujinan_ios Energetikos Investicijos,55.9576,24.7090,89694000,4.76,N/A,N/A,9.117319624,0.169712974,0.342262552,38.28958,16
Poland,680,0,66,Onshore,0,2021,Akuo Energy,53.3632,14.5796,89694000,6.733333333,N/A,N/A,5.1,12.14167,6.927182661,53.62216,15
Spain,681,0,66,Onshore,1,2020,Capital Energy,42.5624,-6.6033,89694000,3.946666667,N/A,N/A,-0.322671033,-3.54274493,-10.94007066,119.179,16
Poland,682,0,66,Onshore,0,2020,PGE Energia Odnawialna SA,53.9572,15.0396,89694000,7.276666667,N/A,N/A,3.374469726,7.48961993,-2.035568824,57.19533,15
Finland,683,0,66,Onshore,0,2017,Taaleri Energia Funds Management OY,64.7095,28.7040,89694000,4.503333333,N/A,N/A,0.839,1.297056556,3.303370161,66.51211,20
Ireland,684,1,66,Onshore,0,2017,Scottish and Southern Energy (SSE),53.3726,-9.3612,89694000,8.006666667,N/A,N/A,0.251,2.02969408,10.04962854,65.23382,16
United Kingdom,685,0,66,Onshore,0,2017,Ventient Energy,55.5396,-3.9754,89694000,7.53,N/A,N/A,2.683,2.041315317,2.656504893,86.72315,19
United Kingdom,686,0,66,Onshore,0,2016,Eneco,57.3888,-4.0488,89694000,7.826666667,N/A,N/A,1,1.675421953,1.921710078,87.82519,19
Poland,687,0,66,Onshore,1,2015,EDF,52.2159,19.1344,89694000,6.333333333,N/A,N/A,-0.874127567,0.702593625,4.431767003,51.34457,16
Italy,688,0,66,Onshore,0,2012,Edison SpA,40.9949,15.3213,89694000,5.383333333,N/A,N/A,3.041360378,7.027999878,-3.125238795,125.8705,16
Italy,689,0,66,Onshore,0,2009,Engie,37.8220,12.7798,89694000,6.326666667,N/A,N/A,0.774766505,-0.124860622,-5.305154033,116.1213,17
France,690,0,65,Onshore,0,2023,Bois Elie SASAU,48.1177,1.6168,88335000,6.08,N/A,N/A,4.878357265,5.925709159,0.936487503,110.6418,19
France,691,0,65,Onshore,0,2023,Boralex,48.0350,-2.5702,88335000,6.66,N/A,N/A,4.878357265,5.925709159,0.936487503,110.6418,19
France,692,0,65,Onshore,0,2023,Boralex,48.0258,-2.5394,88335000,6.66,N/A,N/A,4.878357265,5.925709159,0.936487503,110.6418,19
Sweden,693,0,65,Onshore,0,2018,Aquila Capital,61.7042,15.6156,88335000,3.993333333,N/A,N/A,1.95,3.724690449,1.902964588,39.4871,21
Ireland,694,0,65,Onshore,0,2016,GLIL Infrastructure,52.0379,-8.9150,88335000,7.886666667,N/A,N/A,0.008308411,-0.475799084,1.22263861,72.63962,15
Romania,695,1,65,Onshore,0,2012,Alerion,46.9672,22.0125,88335000,4.776666667,N/A,N/A,3.337636948,6.9,1.903616968,35.37141,12
Lithuania,696,0,65,Onshore,1,2011,Pajurio Jegaines,55.8901,21.2424,88335000,7.3,N/A,N/A,4.130279541,8.268242836,6.323637398,37.12281,16
Norway,697,0,65,Onshore,1,2008,Statkraft AS,62.9189,7.0129,88335000,6.306666667,N/A,N/A,3.753922939,6.826536655,0.481919541,47.54502,21
Norway,698,0,65,Onshore,1,2008,Statkraft AS,70.1390,30.1798,88335000,6.24,N/A,N/A,3.753922939,6.826536655,0.481919541,47.54502,21
Norway,699,0,65,Onshore,1,2007,Statkraft AS,59.6214,5.2046,88335000,7.373333333,N/A,N/A,0.712596357,-0.869917691,2.914039986,49.51508,21
United Kingdom,700,1,65,Onshore,0,2006,Fred Olsen Renewables AB,57.4462,-3.4762,88335000,7.853333333,N/A,N/A,2.518891573,4.665380001,2.380694025,42.05836,21
United Kingdom,701,1,64.8,Offshore hard mount,0,2009,Orsted,51.7272,1.2459,168556928.4,7.806666667,8.69,8.83,1.9721632,2.176790476,-4.62055372,64.91501,21
United Kingdom,702,0,64,Onshore,1,2020,Ventient Energy,56.3476,-5.3131,86976000,7.403333333,N/A,N/A,0.989486704,0.876648565,-10.29691887,105.8001,20
Romania,703,1,64,Onshore,0,2013,Iberdrola,44.5245,28.3922,86976000,5.765,N/A,N/A,3.991640568,4.1,0.278771877,37.78312,11
Bulgaria,704,1,64,Onshore,1,2010,AES Corp,42.6074,25.4857,86976000,3.933333333,N/A,N/A,2.443273544,0.482104659,1.555359635,22.1016,13
Portugal,705,1,64,Onshore,0,2006,Generg,39.9416,-7.9655,86976000,4.126666667,N/A,N/A,3.1076684,3.856348753,1.625034638,73.67943,18
Germany,706,0,64,Onshore,0,2006,EVV Renewable Energy,51.1282,10.7515,86976000,6,N/A,N/A,1.577432156,2.939437389,3.855736152,65.75402,21
Greece,707,0,63,Onshore,1,?,Wind of Ipirus Energy SA,40.0531,20.4892,85617000,,N/A,N/A,,,,,
Lithuania,708,0,63,Onshore,0,2023,UAB Ignitis Renewables,56.3110,22.3490,85617000,6.61,N/A,N/A,9.117319624,0.169712974,0.342262552,38.28958,16
Norway,709,0,63,Onshore,0,2020,Luxcara GMBH,58.5924,5.8895,85617000,7.336666667,N/A,N/A,1.286584907,-3.487698987,-1.278171785,46.1091,21
Netherlands,710,0,63,Onshore,0,2008,Private Owners,53.4406,6.8520,85617000,8.6,N/A,N/A,2.486495018,2.108318329,2.116815862,54.3523,21
United Kingdom,711,1,62.5,Onshore,0,2004,Fred Olsen Renewables AB,55.8830,-2.5075,84937500,8.05,N/A,N/A,1.434167027,2.115386009,2.457904411,39.80162,21
Poland,712,1,62,Onshore,0,2022,ORLEN Group SA,52.2876,17.3442,84258000,6.405,N/A,N/A,14.3,29.09904934,5.255456974,49.1991,15
Sweden,713,0,62,Onshore,0,2022,ERG,56.8500,15.0971,84258000,4.295,N/A,N/A,8.369291,32.9286103,1.459288508,33.75297,21
United Kingdom,714,1,62,Onshore,0,2022,Orsted,55.4979,-3.9463,84258000,7.35,N/A,N/A,7.9,46.66091283,4.839085147,100.4323,18
Italy,715,0,62,Onshore,0,2010,ERG,41.2055,15.5622,84258000,5.453333333,N/A,N/A,1.525517702,1.211658478,1.529105757,118.7371,17
Bulgaria,716,1,62,Onshore,1,2008,Samaras ; Copelouzos Group,41.7226,23.1634,84258000,2.873333333,N/A,N/A,12.34820461,12.00924778,6.129558799,18.78659,13
Germany,717,0,62,Onshore,0,2004,RWE AG,53.2507,12.0407,84258000,6.686666667,N/A,N/A,1.66573,1.529088616,1.162368267,64.33307,21
Sweden,718,0,61,Onshore,0,2022,Vasa Vind,63.6430,15.0654,82899000,4.235,N/A,N/A,8.369291,32.9286103,1.459288508,33.75297,21
Sweden,719,0,61,Onshore,0,2019,Stena Renewables Energy AB,59.2201,14.6687,82899000,4.76,N/A,N/A,1.639000058,2.917844857,2.549647853,35.69584,21
Poland,720,0,61,Onshore,0,2012,PGE Energia Odnawialna SA,54.6804,17.7598,82899000,7.13,N/A,N/A,3.560366631,5.809867859,1.511781676,54.78408,15
United Kingdom,721,1,60.8,Onshore,0,2017,Community Windpower,55.9172,-2.4901,82627200,7.98,N/A,N/A,2.683,2.041315317,2.656504893,86.72315,19
Greece,722,0,60,Onshore,1,?,Airenergy PVT CO,41.2996,24.6374,81540000,,N/A,N/A,,,,,
Greece,723,0,60,Onshore,1,?,Boreads Wind Single Member PVT CO,39.7223,21.4095,81540000,,N/A,N/A,,,,,
Greece,724,0,60,Onshore,1,?,Energreen,39.0210,22.7136,81540000,,N/A,N/A,,,,,
Belgium,725,0,60,Onshore,1,-,Elawan Energy SL,50.3235,4.1823,81540000,6.666956522,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Romania,726,0,60,Onshore,0,2024,Moldova Eolian; DTEK,47.2403,26.8363,81540000,5.02,N/A,N/A,10.39718748,0,2.404271779,48.85405,12
Netherlands,727,1,60,Onshore,0,2024,Pure Energie,52.5071,5.7437,81540000,7.18,N/A,N/A,3.838393543,-22.05954498,0.074560722,45.02355,21
Russia,728,0,60,Onshore,0,2023,JSC VetroOGK,45.5165,42.0344,81540000,6.9,N/A,N/A,5.859,0,3.6,19.5459,2
Russia,729,1,60,Onshore,0,2023,JSC VetroOGK,45.4537,42.0761,81540000,0,N/A,N/A,5.859,0,3.6,19.5459,2
Ukraine,730,1,60,Onshore,0,2023,Elementum Energy LTD,46.2533,30.1715,81540000,6.19,N/A,N/A,12.84902228,9.908422232,5.324335374,82.32898,4
Sweden,731,0,60,Onshore,0,2023,Reichmuth Infrastruktur II KMGK,58.7952,15.3565,81540000,4.36,N/A,N/A,8.548624897,-9.78123785,-0.310670185,36.37123,21
Poland,732,0,60,Onshore,0,2021,Eurowind Energy A/S,53.0867,17.9028,81540000,6.52,N/A,N/A,5.1,12.14167,6.927182661,53.62216,15
Russia,733,0,60,Onshore,0,2021,JSC VetroOGK,45.3801,41.3316,81540000,6.58,N/A,N/A,6.694456,5.109167,5.614290376,16.397,12
Russia,734,0,60,Onshore,0,2021,JSC VetroOGK,45.5256,42.1360,81540000,6.69,N/A,N/A,6.694456,5.109167,5.614290376,16.397,12
Norway,735,0,60,Onshore,0,2021,TronderEnergi Kraft AS ; Stadtwerke Munchen GmbH,63.6907,8.6524,81540000,5.773333333,N/A,N/A,3.483881,44.51904,3.908686777,41.64119,21
France,736,1,60,Onshore,0,2019,RIVE Private Investment,50.0481,3.0484,81540000,6.703333333,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
Russia,737,1,60,Offshore hard mount,1,2017,NovaWind,64.9650,34.9092,154730220,5.636666667,0.66,5,3.683,4.761268139,1.825790064,14.31107,11
Italy,738,0,60,Onshore,0,2017,PLT Energia SRL,40.2459,16.4597,81540000,4.616666667,N/A,N/A,1.326,1.762558818,1.603699946,133.689,13
Norway,739,0,60,Onshore,1,2016,Lofotkraft Vind,68.3157,14.0780,81540000,7.1,N/A,N/A,3.550003052,4.483703136,1.164724235,37.90699,21
Serbia,740,0,60,Onshore,1,2016,Vat Portugal,44.2332,22.5298,81540000,5.076666667,N/A,N/A,1.122162104,#N/A,2.975197792,67.42606,9
Romania,741,1,60,Onshore,0,2015,SC Lalomita Power SRL,44.5454,27.7601,81540000,5.413333333,N/A,N/A,-0.602538645,-2.7,3.157036054,37.71156,12
Lithuania,742,0,60,Onshore,0,2015,Enefit Green,55.2570,21.6464,81540000,6.413333333,N/A,N/A,-0.884097099,-4.758424759,2.832808577,42.68987,15
Norway,743,0,60,Onshore,1,2014,Fred Olsen Renewables AB,69.6575,19.1433,81540000,4.516666667,N/A,N/A,2.041705608,1.291266203,2.048131999,29.66098,21
Sweden,744,0,60,Onshore,0,2013,Statkraft AS,63.6624,15.8296,81540000,4.036666667,N/A,N/A,-0.044290561,5.775034904,1.137716498,40.3475,21
Germany,745,0,60,Onshore,0,2013,NOTUS Energy,53.7786,13.7602,81540000,7.15,N/A,N/A,1.504725099,1.971489668,0.386224576,76.79466,21
Serbia,746,1,60,Onshore,1,2012,Vision Group Balcan,44.1534,20.5514,81540000,4.106666667,N/A,N/A,7.325327873,#N/A,-0.443956029,53.86941,9
Poland,747,0,60,Onshore,1,2011,Polskiej Si_y Wiatru,54.2647,21.0146,81540000,6.536666667,N/A,N/A,4.239399433,6.075186729,5.255462566,55.13372,15
Bulgaria,748,0,60,Onshore,0,2011,MET Group,43.3750,27.5897,81540000,5.68,N/A,N/A,4.217728615,2.232643127,2.09017527,21.19656,13
Norway,749,1,60,Onshore,0,2011,Elektrizitatswerk Der Stadt Zurich (EWZ); Norsk Vind AS; Norsk Vindpro AS; Eurus Energy,58.6415,5.7441,81540000,7.456666667,N/A,N/A,1.284952641,0.927414358,1.105656027,29.61085,21
